id, street, neighbourhood, zipcode, smart_location, is_location_exact, property_type, room_type, accommodates, bedrooms, beds, price
13825212, Dublin; Dublin; Ireland, Rathgar, , Dublin; Ireland, t, House, Entire home/apt, 5, 3, 3, 160.00
13828417, Castleknock; Dublin; Ireland, Castleknock, , Castleknock; Ireland, t, House, Private room, 1, 1, 1, 38.00
13833899, Artane; Dublin; Ireland, Artane, , Artane; Ireland, t, House, Private room, 8, 4, 5, 53.00
13833913, Dublin; Dublin; Ireland, Ranelagh and Rathmines, D6, Dublin; Ireland, f, House, Private room, 2, 1, 1, 55.00
13837425, Dublin; Dublin; Ireland, Castleknock, , Dublin; Ireland, f, House, Entire home/apt, 6, 3, 3, 150.00
13839096, Cabra; County Dublin; Ireland, Cabra, Dublin 7, Cabra; Ireland, t, House, Private room, 2, 1, 1, 45.00
13840148, Dublin; Dublin; Ireland, Georgian Quarter, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 50.00
13842046, Dublin; Dublin; Ireland, Docklands, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 98.00
13845577, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 80.00
13849186, Cabinteely; Dublin; Ireland, , , Cabinteely; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 110.00
13851215, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 80.00
13852040, Dublin; County Dublin; Ireland, Old City, D08 P4V2, Dublin; Ireland, f, Apartment, Entire home/apt, 5, 2, 2, 160.00
13855963, Swords; Dublin; Ireland, , , Swords; Ireland, t, House, Private room, 2, 1, 1, 45.00
13856239, Dublin; Dublin; Ireland, City Centre, 7, Dublin; Ireland, t, House, Entire home/apt, 2, 1, 1, 195.00
13856548, Dublin; Dublin; Ireland, , , Dublin; Ireland, t, House, Private room, 1, 1, 1, 20.00
13856589, Skerries; Dublin; Ireland, , , Skerries; Ireland, t, House, Entire home/apt, 6, 3, 3, 135.00
13857276, Dublin; Dublin; Ireland, Monkstown, , Dublin; Ireland, t, House, Entire home/apt, 5, 3, 3, 130.00
13859058, Dublin; Dublin; Ireland, Monkstown, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 60.00
13860697, Dublin; Dublin; Ireland, Smithfield, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 3, 102.00
13862105, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Shared room, 1, 1, 1, 15.00
13862734, Dublin; Dublin; Ireland, Smithfield, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 100.00
13863733, Irishtown; Dublin; Ireland, Ringsend/Irishtown, , Irishtown; Ireland, t, House, Entire home/apt, 4, 3, 2, 110.00
13864118, Dublin; Dublin; Ireland, Phibsborough, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 52.00
13870616, Dublin; Dublin; Ireland, Phoenix Park and Surrounds, , Dublin; Ireland, t, House, Entire home/apt, 6, 3, 6, 150.00
13872776, Dublin; Dublin; Ireland, The Liberties, , Dublin; Ireland, t, Apartment, Entire home/apt, 5, 3, 4, 49.00
13877758, Dublin; Dublin; Ireland, Georgian Quarter, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 120.00
13887224, Drumcondra; County Dublin; Ireland, Drumcondra, D09 YP02, Drumcondra; Ireland, t, House, Private room, 4, 1, 3, 34.00
13887748, Dublin; Dublin; Ireland, Trinity College, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 49.00
13888406, Dublin; Dublin; Ireland, Rialto, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 60.00
13888480, Dublin; Dublin; Ireland, East Wall, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 69.00
13889012, Baldoyle; Dublin; Ireland, , , Baldoyle; Ireland, f, Apartment, Entire home/apt, 12, 4, 8, 135.00
13890933, Dublin; Dublin; Ireland, Booterstown, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 55.00
13893083, Dublin; Dublin; Ireland, Rialto, 8, Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 54.00
13896192, Dublin; Dublin; Ireland, Old City, 2, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 2, 117.00
13904831, Raheny; Dublin; Ireland, Raheny, , Raheny; Ireland, f, House, Private room, 2, 1, 2, 38.00
13907459, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 45.00
13907675, Dublin; Dublin; Ireland, Temple Bar, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 2, 50.00
13910515, Dublin; Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 245.00
13911772, Dublin; Dublin; Ireland, , , Dublin; Ireland, f, House, Private room, 2, 1, 1, 53.00
13912601, Dublin; Dublin; Ireland, , 18, Dublin; Ireland, f, House, Private room, 2, 1, 1, 49.00
13912902, Dublin; Dublin; Ireland, The Liberties, 353, Dublin; Ireland, t, Apartment, Private room, 2, 1, 2, 60.00
13912999, Dublin 8; Dublin; Ireland, The Liberties, N/A, Dublin 8; Ireland, f, Apartment, Entire home/apt, 5, 2, 3, 197.00
13913291, Dublin; Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Entire home/apt, 3, 2, 2, 136.00
13913649, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, 6, Ranelagh; Ireland, t, Townhouse, Entire home/apt, 4, 3, 3, 230.00
13914142, Dublin; Dublin; Ireland, Georgian Quarter, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 130.00
13914639, DUBLIN 1; Dublin; Ireland, East Wall, D01 X6E8, DUBLIN 1; Ireland, f, Apartment, Private room, 2, 1, 1, 60.00
13914809, Dublin 1; County Dublin; Ireland, Phibsborough, , Dublin 1; Ireland, t, Apartment, Private room, 3, 1, 1, 55.00
13919611, Kilsallaghan; County Dublin; Ireland, , K67P2X7, Kilsallaghan; Ireland, t, Bungalow, Entire home/apt, 4, 2, 2, 95.00
13921751, Dublin; Dublin; Ireland, Dartry, , Dublin; Ireland, t, House, Private room, 6, 1, 4, 120.00
13923173, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Townhouse, Entire home/apt, 4, 2, 2, 320.00
13923401, Dublin; Dublin; Ireland, Terenure, 6w, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 75.00
13925561, Cabra; Dublin; Ireland, Cabra, , Cabra; Ireland, t, House, Entire home/apt, 4, 2, 1, 220.00
13931349, Dublin7; Leinster; Ireland, City Centre, D07 RW80, Dublin7; Ireland, t, Apartment, Entire home/apt, 5, 2, 3, 175.00
13933520, Sutton; Dublin; Ireland, , , Sutton; Ireland, f, House, Private room, 2, 1, 1, 45.00
13934871, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Townhouse, Entire home/apt, 5, 2, 2, 120.00
13937362, Sandymount; Dublin; Ireland, Sandymount, , Sandymount; Ireland, t, House, Private room, 2, 1, 1, 40.00
13937465, Dublin; Dublin; Ireland, Terenure, D6WWY24, Dublin; Ireland, f, House, Private room, 2, 1, 1, 60.00
13937600, Dublin; Dublin; Ireland, Pelletstown, 7, Dublin; Ireland, t, House, Entire home/apt, 6, 4, 2, 170.00
13939258, Dublin; Dublin; Ireland, Monkstown, , Dublin; Ireland, t, Townhouse, Entire home/apt, 3, 2, 2, 165.00
13939425, Churchtown; Dublin; Ireland, Kilmainham, , Churchtown; Ireland, f, Bed and breakfast, Private room, 2, 1, 1, 38.00
13941777, Blackrock; Dublin; Ireland, Blackrock, , Blackrock; Ireland, t, House, Private room, 2, 1, 2, 30.00
13947990, Dublin; Dublin; Ireland, Ballsbridge, , Dublin; Ireland, t, Townhouse, Entire home/apt, 4, 2, 2, 130.00
13949040, Dublin; Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Serviced apartment, Entire home/apt, 4, 1, 2, 179.00
13949757, County Dublin; County Dublin; Ireland, , , County Dublin; Ireland, f, Bungalow, Private room, 2, 1, 1, 55.00
13949954, Sutton; Dublin; Ireland, , D13 XOK6, Sutton; Ireland, t, House, Private room, 2, 1, 1, 50.00
13950525, Dublin; County Dublin; Ireland, Ballsbridge, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 79.00
13950557, County Dublin; County Dublin; Ireland, , , County Dublin; Ireland, f, Bungalow, Private room, 2, 1, 1, 55.00
13950801, Swords; Dublin; Ireland, , K67 TC65, Swords; Ireland, f, Bungalow, Private room, 2, 1, 1, 55.00
13951391, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 69.00
13957072, Dublin; Dublin; Ireland, Grafton Street/St. Stephens Green, , Dublin; Ireland, f, Apartment, Private room, 1, 1, 1, 49.00
13958814, Dublin; Dublin; Ireland, City Centre, D1, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 0, 1, 90.00
13966866, Dublin; Dublin; Ireland, East Wall, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 140.00
13968420, Clonskeagh; Dublin; Ireland, Ardilea, , Clonskeagh; Ireland, f, Apartment, Private room, 1, 1, 1, 40.00
13970318, Dublin; Dublin; Ireland, Knocklyon, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 40.00
13970633, Dublin; County Dublin; Ireland, , , Dublin; Ireland, f, House, Entire home/apt, 6, 3, 3, 160.00
13972403, Clonskeagh; Dublin; Ireland, Dundrum, , Clonskeagh; Ireland, f, House, Private room, 2, 1, 1, 35.00
13979184, Dublin; Dublin 3; Ireland, Drumcondra, , Dublin; Ireland, t, Apartment, Private room, 3, 1, 3, 29.00
13980141, Dublin 2; Dublin; Ireland, Trinity College, 90210, Dublin 2; Ireland, f, Apartment, Entire home/apt, 5, 1, 3, 111.00
13983499, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 65.00
13983830, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Ireland, t, Apartment, Entire home/apt, 3, 1, 1, 109.00
13985603, Fairview; Dublin; Ireland, Drumcondra, , Fairview; Ireland, f, Apartment, Private room, 2, 1, 1, 55.00
13988513, Ballsbridge; County Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, Apartment, Entire home/apt, 4, 2, 3, 250.00
13993937, Dublin; Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 85.00
13995712, Rathgar; Dublin; Ireland, Rathgar, , Rathgar; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 64.00
13996203, Swords; Dublin; Ireland, , , Swords; Ireland, t, House, Private room, 1, 1, 1, 38.00
13996644, Dublin; Dublin; Ireland, The Liberties, , Dublin; Ireland, f, House, Entire home/apt, 9, 4, 6, 250.00
14000736, Dublin; Dublin; Ireland, Dundrum, , Dublin; Ireland, f, Townhouse, Private room, 1, 1, 1, 28.00
14002368, Ballinteer; Dublin; Ireland, Ballinteer, 16, Ballinteer; Ireland, f, Cottage, Private room, 1, 1, 1, 30.00
14004508, Ballsbridge; Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, Townhouse, Entire home/apt, 4, 1, 1, 118.00
14005062, Dublin; Dublin; Ireland, Georgian Quarter, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 50.00
14005777, Dublin; Dublin; Ireland, Georgian Quarter, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 50.00
14006048, Dublin; Dublin; Ireland, Portobello, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 66.00
14007030, Blackrock; Dublin; Ireland, Blackrock, , Blackrock; Ireland, t, House, Private room, 2, 1, 1, 27.00
14007162, Dublin; Dublin; Ireland, The Liberties, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 57.00
14009374, Dublin; Dublin; Ireland, Ballsbridge, , Dublin; Ireland, t, Apartment, Entire home/apt, 10, 2, 6, 180.00
14012265, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Ireland, t, Townhouse, Entire home/apt, 4, 3, 3, 120.00
14014802, Dublin; Dublin; Ireland, , , Dublin; Ireland, t, Townhouse, Entire home/apt, 2, 1, 1, 80.00
14024831, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 115.00
14033930, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Ireland, f, House, Entire home/apt, 4, 2, 2, 120.00
14034510, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 3, 3, 142.00
14035113, Dublin; Dublin; Ireland, Kilmainham, , Dublin; Ireland, f, House, Private room, 1, 1, 1, 38.00
14040519, Rathcoole; Dublin; Ireland, , , Rathcoole; Ireland, f, House, Private room, 2, 1, 1, 38.00
14040711, Rathcoole; Dublin; Ireland, , , Rathcoole; Ireland, f, House, Private room, 1, 1, 1, 33.00
14042117, Dublin; Dublin; Ireland, Stoneybatter/Arbour Hill, , Dublin; Ireland, t, Apartment, Private room, 1, 1, 1, 45.00
14052487, Dublin; Dublin; Ireland, Artane, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 39.00
14056945, Rathmines; Dublin; Ireland, Ranelagh and Rathmines, , Rathmines; Ireland, t, House, Private room, 1, 1, 1, 30.00
14060494, Ballinteer; Dublin; Ireland, Dundrum, , Ballinteer; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 95.00
14064980, Dublin; Dublin; Ireland, Monkstown, , Dublin; Ireland, t, House, Entire home/apt, 6, 4, 4, 189.00
14065527, Glenageary; County Dublin; Ireland, , Codublin, Glenageary; Ireland, t, House, Entire home/apt, 8, 4, 5, 425.00
14069865, Dublin; County Dublin; Ireland, Smithfield, 7, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 63.00
14070013, Artane; Dublin; Ireland, Artane, 5, Artane; Ireland, f, House, Private room, 1, 1, 1, 90.00
14071662, Skerries; Dublin; Ireland, , Na, Skerries; Ireland, t, Townhouse, Private room, 2, 1, 1, 40.00
14073206, Dublin; Dublin; Ireland, Smithfield, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 50.00
14079434, Malahide; Dublin; Ireland, , Co Dublin, Malahide; Ireland, t, Apartment, Entire home/apt, 4, 2, 3, 120.00
14079582, Glasnevin; Dublin; Ireland, Glasnevin, Na, Glasnevin; Ireland, f, House, Entire home/apt, 5, 3, 3, 200.00
14081644, Portmarnock; Dublin; Ireland, , , Portmarnock; Ireland, t, Apartment, Private room, 2, 1, 1, 40.00
14083111, Dublin; Dublin; Ireland, Bonnybrook/Darndale, , Dublin; Ireland, t, House, Private room, 2, 1, 2, 31.00
14083118, Dublin; Dublin; Ireland, Bonnybrook/Darndale, D13 A2A4, Dublin; Ireland, f, House, Private room, 3, 1, 2, 39.00
14084572, Dublin; Dublin; Ireland, Castleknock, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 2, 2, 70.00
14084854, Dublin; County Dublin; Ireland, Phibsborough, 1, Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 4, 175.00
14084978, Dublin; Dublin; Ireland, Phibsborough, , Dublin; Ireland, t, House, Entire home/apt, 8, 4, 5, 91.00
14086370, Dublin; Dublin; Ireland, "North City Central/OConnell Street", , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
14086734, Blackrock; Dublin; Ireland, Blackrock, , Blackrock; Ireland, t, House, Entire home/apt, 8, 4, 5, 199.00
14086816, Dublin; County Dublin; Ireland, , 18, Dublin; Ireland, f, House, Private room, 2, 1, 1, 49.00
14087814, Dublin ; Dublin; Ireland, Bonnybrook/Darndale, D13 A2A4, Dublin ; Ireland, f, House, Private room, 2, 1, 1, 34.00
14088650, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 90.00
14088690, Dublin; Dublin; Ireland, Smithfield, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 65.00
14089813, Balbriggan ; Co. Dublin; Ireland, , K32wt32, Balbriggan ; Ireland, t, Guesthouse, Entire home/apt, 4, 1, 2, 90.00
14101138, Dalkey; Dublin; Ireland, , , Dalkey; Ireland, f, Cabin, Entire home/apt, 3, 1, 1, 265.00
14104645, Dublin; County Dublin; Ireland, City Centre, Dublin1, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 199.00
14104731, Dublin; Dublin; Ireland, Phibsborough, , Dublin; Ireland, t, House, Entire home/apt, 12, 6, 6, 500.00
14114699, Dublin; Dublin; Ireland, , , Dublin; Ireland, f, House, Private room, 2, 1, 1, 50.00
14116712, Dublin; Dublin; Ireland, Docklands, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 1, 2, 120.00
14117036, Dublin ; Dublin; Ireland, Bonnybrook/Darndale, D13 A2A4, Dublin ; Ireland, f, Townhouse, Private room, 5, 2, 3, 73.00
14118685, Rathgar; Dublin; Ireland, Ranelagh and Rathmines, , Rathgar; Ireland, t, Apartment, Entire home/apt, 2, 1, 2, 500.00
14119109, Dublin; Dublin; Ireland, Grafton Street/St. Stephens Green, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 115.00
14120657, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, $1;000.00
14120706, Dublin; Dublin; Ireland, Portobello, Dublin 2, Dublin; Ireland, f, Townhouse, Private room, 2, 1, 1, 65.00
14123149, Dublin 4; County Dublin; Ireland, Ranelagh and Rathmines, D04 XF72, Dublin 4; Ireland, t, Boutique hotel, Private room, 2, 1, 1, 64.00
14124147, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 1, 107.00
14132419, Dublin ; Dublin; Ireland, Temple Bar, Dublin 2, Dublin ; Ireland, f, Apartment, Entire home/apt, 3, 1, 1, 118.00
14135340, Lucan; County Dublin; Ireland, , , Lucan; Ireland, t, House, Private room, 2, 1, 1, 45.00
14135807, Dublin; Dublin; Ireland, Phibsborough, , Dublin; Ireland, f, House, Private room, 2, 1, 1, 50.00
14137516, Lucan; Dublin; Ireland, , , Lucan; Ireland, t, House, Private room, 2, 1, 5, 66.00
14138826, Ranelagh; County Dublin; Ireland, Donnybrook, D06 Y8X0, Ranelagh; Ireland, t, Guesthouse, Entire home/apt, 2, 1, 1, 99.00
14139029, Drimnagh; Dublin; Ireland, Crumlin, , Drimnagh; Ireland, t, House, Private room, 2, 1, 1, 60.00
14141103, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Private room, 1, 1, 1, 30.00
14142055, Dublin; Dublin; Ireland, , , Dublin; Ireland, f, House, Private room, 2, 1, 1, 265.00
14146712, Dublin; Dublin; Ireland, "North City Central/OConnell Street", Dublin 1, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 82.00
14147075, Irishtown; Dublin; Ireland, Ringsend/Irishtown, , Irishtown; Ireland, t, Apartment, Private room, 2, 1, 1, 100.00
14147311, Blackrock; Dublin; Ireland, Mount Merrion, , Blackrock; Ireland, t, House, Private room, 1, 1, 1, 50.00
14147637, Dublin; Dublin; Ireland, Smithfield, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 68.00
14150388, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Ireland, t, Apartment, Entire home/apt, 6, 2, 2, 120.00
14151634, Marino; Dublin; Ireland, Marino, , Marino; Ireland, t, Apartment, Private room, 2, 1, 1, 40.00
14152049, Dublin; Dublin; Ireland, City Centre, D7, Dublin; Ireland, f, Condominium, Private room, 2, 1, 1, 70.00
14152235, Dublin; Dublin; Ireland, Santry, , Dublin; Ireland, t, House, Shared room, 14, 1, 10, 40.00
14152401, Dublin; Dublin; Ireland, Ranelagh and Rathmines, D6, Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 3, 140.00
14157433, Booterstown; Dublin; Ireland, Booterstown, Na, Booterstown; Ireland, f, Apartment, Private room, 1, 1, 1, 49.00
14160004, Blackrock; Dublin; Ireland, Blackrock, , Blackrock; Ireland, t, Apartment, Entire home/apt, 2, 2, 1, 88.00
14162557, Dublin; Dublin; Ireland, City Centre, D1, Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 60.00
14165443, Malahide; Dublin; Ireland, , , Malahide; Ireland, t, Bungalow, Private room, 2, 1, 1, 55.00
14166072, Dublin; Dublin; Ireland, Dundrum, , Dublin; Ireland, t, House, Entire home/apt, 6, 3, 4, 200.00
14172106, Rathgar; Dublin; Ireland, Ranelagh and Rathmines, , Rathgar; Ireland, f, Apartment, Entire home/apt, 2, 0, 1, 49.00
14172677, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Ireland, t, House, Entire home/apt, 4, 2, 2, 165.00
14174485, Dublin; Dublin; Ireland, , , Dublin; Ireland, f, House, Entire home/apt, 9, 5, 7, 389.00
14176073, Dublin; Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 3, 2, 2, 100.00
14179652, Dublin 2; Co. Dublin; Ireland, Georgian Quarter, , Dublin 2; Ireland, f, Condominium, Entire home/apt, 4, 2, 2, 160.00
14182397, Dublin; Dublin; Ireland, Kimmage, , Dublin; Ireland, t, House, Private room, 1, 1, 1, 31.00
14183699, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
14183970, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Private room, 1, 1, 1, 68.00
14185013, Sandymount; Dublin; Ireland, Sandymount, , Sandymount; Ireland, t, House, Entire home/apt, 4, 2, 2, 95.00
14188216, Rathmines; Dublin; Ireland, Ranelagh and Rathmines, 6, Rathmines; Ireland, f, Apartment, Entire home/apt, 5, 2, 3, 150.00
14190413, Dublin; Dublin; Ireland, Old City, Dublin 8, Dublin; Ireland, f, Apartment, Private room, 1, 1, 1, 56.00
14192570, Dublin; Dublin; Ireland, Dundrum, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 3, 80.00
14192979, Swords; Dublin; Ireland, , , Swords; Ireland, t, House, Entire home/apt, 6, 2, 3, 89.00
14200095, Dublin; Dublin; Ireland, Grafton Street/St. Stephens Green, D2, Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 81.00
14200767, Ballsbridge; Dublin; Ireland, Ballsbridge, D4, Ballsbridge; Ireland, f, House, Entire home/apt, 8, 3, 4, 600.00
14202102, Dublin; Dublin; Ireland, East Wall, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 90.00
14202693, Dublin; Dublin; Ireland, Beaumont, , Dublin; Ireland, t, House, Private room, 4, 1, 2, 55.00
14207045, Dublin; Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 100.00
14207694, Dublin 7; Dublin; Ireland, Smithfield, , Dublin 7; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 99.00
14208220, Dublin; Dublin; Ireland, East Wall, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 80.00
14211273, Lucan; Dublin; Ireland, , , Lucan; Ireland, t, House, Entire home/apt, 8, 5, 5, 220.00
14213755, Ballsbridge; Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, House, Private room, 2, 1, 2, 80.00
14214586, Ringsend; Dublin; Ireland, Sandymount, , Ringsend; Ireland, f, Apartment, Private room, 2, 1, 1, 50.00
14215145, Dublin; Dublin; Ireland, Castleknock, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 75.00
14218781, Dublin; County Dublin; Ireland, Monkstown, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 3, 80.00
14220722, Blackrock; Dublin; Ireland, Blackrock, 0, Blackrock; Ireland, f, Bed and breakfast, Private room, 2, 1, 2, 100.00
14225050, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Shared room, 1, 1, 1, 12.00
14226418, Castleknock; Dublin; Ireland, Castleknock, , Castleknock; Ireland, t, House, Private room, 2, 1, 1, 76.00
14228054, Blanchardstown; Dublin; Ireland, , , Blanchardstown; Ireland, t, Apartment, Private room, 1, 1, 1, 22.00
14233196, Dublin; Dublin; Ireland, , , Dublin; Ireland, f, House, Private room, 2, 1, 1, 65.00
14234436, Monkstown; Dublin; Ireland, Monkstown, 0, Monkstown; Ireland, f, House, Entire home/apt, 4, 1, 2, 90.00
14241883, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Condominium, Entire home/apt, 3, 1, 1, 87.00
14243237, Clondalkin; County Dublin; Ireland, Clondalkin, D22 TR80, Clondalkin; Ireland, t, House, Private room, 2, 1, 2, 70.00
14245311, Dublin; Dublin; Ireland, , , Dublin; Ireland, t, House, Private room, 3, 1, 2, 40.00
14248501, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 139.00
14249217, Foxrock; Dublin; Ireland, Blackrock, , Foxrock; Ireland, t, House, Private room, 1, 1, 1, 45.00
14250361, Dublin; County Dublin; Ireland, Monkstown, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 2, 2, 55.00
14256959, Sandymount; Dublin; Ireland, Sandymount, D4, Sandymount; Ireland, f, House, Private room, 2, 1, 1, 57.00
14257391, Dublin; Dublin; Ireland, "North City Central/OConnell Street", Dublin 1, Dublin; Ireland, f, Apartment, Entire home/apt, 4, 1, 3, 150.00
14258074, Ranelagh; Dublin; IE; Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Dublin; IE; Ireland, f, House, Private room, 2, 1, 1, 55.00
14267490, Dublin ; Ireland; Ireland, , Xx, Dublin ; Ireland, f, House, Private room, 2, 1, 1, 80.00
14281234, Dublin; Dublin; Ireland, Terenure, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 40.00
14289228, Dublin; Dublin; Ireland, Docklands, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 95.00
14289838, Dublin; County Dublin; Ireland, Stoneybatter/Arbour Hill, D07 E4C0, Dublin; Ireland, t, Townhouse, Entire home/apt, 4, 2, 2, 125.00
14309193, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 75.00
14313639, Churchtown; Dublin; Ireland, Churchtown, 14, Churchtown; Ireland, f, Apartment, Private room, 2, 1, 1, 36.00
14316826, Dolphins Barn; Dublin; Ireland, Rialto, , Dolphins Barn; Ireland, t, Apartment, Private room, 2, 1, 1, 45.00
14324362, Dublin; Dublin; Ireland, Phoenix Park and Surrounds, , Dublin; Ireland, f, House, Private room, 2, 1, 1, 60.00
14328829, Dublin; Dublin; Ireland, Booterstown, , Dublin; Ireland, f, Apartment, Entire home/apt, 5, 2, 5, $1;000.00
14328938, Dublin 2; County Dublin; Ireland, Docklands, , Dublin 2; Ireland, t, Condominium, Entire home/apt, 4, 2, 2, 158.00
14329792, Dublin 14; County Dublin; Ireland, Dundrum, , Dublin 14; Ireland, f, Townhouse, Private room, 2, 1, 1, 47.00
14330376, Drumcondra; Dublin; Ireland, Drumcondra, , Drumcondra; Ireland, t, Apartment, Entire home/apt, 1, 0, 1, 56.00
14331209, Sandyford; Dublin; Ireland, Dundrum, , Sandyford; Ireland, f, House, Private room, 2, 1, 1, 50.00
14331402, Swords; Dublin; Ireland, , , Swords; Ireland, f, House, Private room, 2, 1, 1, 65.00
