id, street, neighbourhood, zipcode, smart_location, is_location_exact, property_type, room_type, accommodates, bedrooms, beds, price
29788188, Dublin 1; County Dublin; Ireland, "North City Central/OConnell Street", , Dublin 1; Ireland, t, Apartment, Entire home/apt, 4, 2, 4, 149.00
29791060, Dublin; County Dublin; Ireland, Ardilea, , Dublin; Ireland, f, House, Shared room, 1, 1, 1, 20.00
29798311, Dublin 16; County Dublin; Ireland, Ballinteer, D16 X237, Dublin 16; Ireland, t, Apartment, Private room, 1, 1, 1, 35.00
29812126, Dublin; County Dublin; Ireland, Docklands, , Dublin; Ireland, f, Apartment, Entire home/apt, 6, 3, 3, 60.00
29813175, Arbour Hill; County Dublin; Ireland, City Centre, D07 FP57, Arbour Hill; Ireland, t, Townhouse, Private room, 2, 1, 1, 40.00
29824156, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
29825519, Dublin 11; County Dublin; Ireland, Dublin Industrial Estate, , Dublin 11; Ireland, t, Guesthouse, Entire home/apt, 2, 0, 3, 75.00
29827930, "Harolds Cross; County Dublin; Ireland", Rathgar, D6W AE09, "Harolds Cross; Ireland", t, House, Private room, 1, 1, 1, 45.00
29830184, Dublin 8; County Dublin; Ireland, Rialto, D08 N7Y7, Dublin 8; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
29840217, Dublin; County Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Townhouse, Private room, 2, 1, 1, 46.00
29840826, Dublin 1; County Dublin; Ireland, City Centre, , Dublin 1; Ireland, t, Serviced apartment, Entire home/apt, 8, 3, 4, 299.00
29842546, Dublin 1; County Dublin; Ireland, City Centre, , Dublin 1; Ireland, t, Serviced apartment, Entire home/apt, 8, 2, 5, 249.00
29844823, Malahide; County Dublin; Ireland, , K36 E285, Malahide; Ireland, t, Guest suite, Entire home/apt, 4, 2, 2, 165.00
29845878, Dublin 8; County Dublin; Ireland, Old City, , Dublin 8; Ireland, f, Apartment, Private room, 2, 1, 1, 80.00
29846742, Dublin 1; County Dublin; Ireland, City Centre, D01 HY51, Dublin 1; Ireland, t, Serviced apartment, Entire home/apt, 8, 3, 5, 249.00
29847322, Dublin 8; County Dublin; Ireland, Portobello, D08 H0KT, Dublin 8; Ireland, t, House, Entire home/apt, 6, 3, 3, 250.00
29848854, Dublin 4; County Dublin; Ireland, Ballsbridge, D04 R2F2, Dublin 4; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 120.00
29850234, Phibsborough; County Dublin; Ireland, City Centre, D07 RD42, Phibsborough; Ireland, t, House, Private room, 2, 1, 1, 60.00
29850737, Dublin 8; County Dublin; Ireland, Portobello, D08 FN26, Dublin 8; Ireland, t, House, Entire home/apt, 6, 2, 1, 250.00
29855547, Dublin 8; County Dublin; Ireland, Old City, D08 A4C0, Dublin 8; Ireland, f, House, Entire home/apt, 8, 4, 4, 650.00
29868226, Dublin; D; Ireland, Trinity College, D2, Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 210.00
29868751, Dublin; County Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 3, 150.00
29871198, Malahide; County Dublin; Ireland, , , Malahide; Ireland, f, House, Private room, 2, 1, 1, 60.00
29871990, Dublin; County Dublin; Ireland, City Centre, D01 XE95, Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 500.00
29872210, North Strand; County Dublin; Ireland, North Strand, D03 CF83, North Strand; Ireland, t, House, Entire home/apt, 6, 3, 3, 140.00
29872742, Dublin; County Dublin; Ireland, Trinity College, D02EY91, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 111.00
29873220, Dublin; County Dublin; Ireland, Kilmainham, , Dublin; Ireland, f, Condominium, Private room, 2, 1, 1, 100.00
29873901, Stoneybatter; County Dublin; Ireland, City Centre, , Stoneybatter; Ireland, f, Condominium, Entire home/apt, 12, 2, 7, 231.00
29875430, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 70.00
29877800, Dublin 1; County Dublin; Ireland, City Centre, D01 K037, Dublin 1; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 50.00
29878637, Dublin; County Dublin; Ireland, Stoneybatter/Arbour Hill, D07 X5Y9, Dublin; Ireland, f, House, Private room, 2, 1, 1, 70.00
29892871, Dublin; County Dublin; Ireland, Islandbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 100.00
29894198, Dublin 4; County Dublin; Ireland, Sandymount, D04 N5V0, Dublin 4; Ireland, t, House, Entire home/apt, 8, 4, 4, 349.00
29899365, Phibsborough; County Dublin; Ireland, City Centre, D07 VY67, Phibsborough; Ireland, t, Apartment, Private room, 2, 1, 1, 55.00
29900100, Phibsborough; County Dublin; Ireland, City Centre, D07 VY67, Phibsborough; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
29915610, Dublin 17; County Dublin; Ireland, Bonnybrook/Darndale, D17 YP70, Dublin 17; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 75.00
29916423, Dublin; County Dublin; Ireland, Kilmainham, 8, Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 75.00
29916782, Dublin 6; County Dublin; Ireland, Rathgar, D06 Y7F4, Dublin 6; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 85.00
29917855, Dublin; County Dublin; Ireland, Ballsbridge, D4, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 3, 227.00
29917861, Dublin; County Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 45.00
29920924, Dublin 8; County Dublin; Ireland, Portobello, D08 X928, Dublin 8; Ireland, t, Townhouse, Entire home/apt, 8, 4, 6, 250.00
29921964, Malahide; County Dublin; Ireland, , , Malahide; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 149.00
29922961, Dublin; County Dublin; Ireland, Ballsbridge, D4, Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 4, 227.00
29925321, Dublin 3; County Dublin; Ireland, Clontarf, D03 E036, Dublin 3; Ireland, t, House, Private room, 1, 1, 1, 80.00
29929391, Dublin 7; County Dublin; Ireland, City Centre, , Dublin 7; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 130.00
29934361, Dublin 8; County Dublin; Ireland, Old City, D08 NPH4, Dublin 8; Ireland, t, Apartment, Private room, 2, 1, 1, 90.00
29936238, Dublin 6; County Dublin; Ireland, Donnybrook, D06 TD74, Dublin 6; Ireland, t, Bungalow, Private room, 2, 1, 1, 60.00
29952413, Dublin ; County Dublin; Ireland, Finglas, D11 NHW2, Dublin ; Ireland, f, House, Entire home/apt, 6, 3, 3, 100.00
29953700, Chapelizod; County Dublin; Ireland, Phoenix Park and Surrounds, D20 A095, Chapelizod; Ireland, t, House, Private room, 1, 1, 1, 10.00
29956493, County Dublin; County Dublin; Ireland, Ballsbridge, D04 W8P8, County Dublin; Ireland, t, Apartment, Entire home/apt, 6, 3, 3, 500.00
29957964, Dublin; County Dublin; Ireland, Ranelagh and Rathmines, , Dublin; Ireland, f, Townhouse, Entire home/apt, 2, 1, 1, 180.00
29959259, Rathfarnham; County Dublin; Ireland, Rathfarnham, D14 CK09, Rathfarnham; Ireland, t, House, Entire home/apt, 2, 2, 3, 148.00
29960237, Blackrock; County Dublin; Ireland, Blackrock, A94 HY40, Blackrock; Ireland, f, Bungalow, Private room, 2, 1, 1, 65.00
29961589, Dublin 8; County Dublin; Ireland, The Liberties, D08 NPH4, Dublin 8; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 120.00
29973392, Dublin 8; County Dublin; Ireland, The Liberties, D08 C3H4, Dublin 8; Ireland, t, House, Private room, 2, 1, 1, 30.00
29975469, Finglas West; County Dublin; Ireland, Finglas, D11 A9W4, Finglas West; Ireland, t, House, Entire home/apt, 7, 3, 4, 62.00
29976210, Dublin; County Dublin; Ireland, , d18, Dublin; Ireland, f, Serviced apartment, Entire home/apt, 4, 2, 2, 188.00
29976908, Kiltipper; County Dublin; Ireland, , , Kiltipper; Ireland, f, House, Private room, 1, 1, 1, 30.00
29976951, Dublin; County Dublin; Ireland, , d18, Dublin; Ireland, f, Serviced apartment, Entire home/apt, 4, 2, 2, 188.00
29977149, Malahide; County Dublin; Ireland, , K36 HD62, Malahide; Ireland, t, House, Entire home/apt, 6, 3, 3, 65.00
29979991, Dublin 2; County Dublin; Ireland, Trinity College, D02 EW29, Dublin 2; Ireland, f, Serviced apartment, Entire home/apt, 6, 2, 2, 198.00
29980374, Dublin; County Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 198.00
29981350, Dublin 2; County Dublin; Ireland, Grafton Street/St. Stephens Green, D02 XD28, Dublin 2; Ireland, t, Apartment, Entire home/apt, 3, 2, 2, 80.00
29983220, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 V8R9, Dublin 6; Ireland, t, Apartment, Private room, 2, 1, 1, 85.00
29983856, Swords; County Dublin; Ireland, , , Swords; Ireland, t, Apartment, Entire home/apt, 3, 0, 2, 100.00
29984458, Kimmage; County Dublin; Ireland, Kimmage, D12 V2F5, Kimmage; Ireland, t, House, Private room, 4, 2, 2, 300.00
29990221, Dublin 8; County Dublin; Ireland, The Liberties, , Dublin 8; Ireland, t, Apartment, Private room, 2, 0, 1, 90.00
30005524, Dublin 2; County Dublin; Ireland, Georgian Quarter, D02 KX96, Dublin 2; Ireland, t, House, Private room, 2, 1, 2, 70.00
30005796, Dublin 2; County Dublin; Ireland, Docklands, , Dublin 2; Ireland, t, Apartment, Entire home/apt, 3, 1, 1, 200.00
30006077, Drumcondra; County Dublin; Ireland, Drumcondra, D09 W3K2, Drumcondra; Ireland, t, Serviced apartment, Entire home/apt, 3, 1, 2, 95.00
30008534, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 109.00
30009401, Dublin 1; *; Ireland, City Centre, D01 FX49, Dublin 1; Ireland, f, Hostel, Shared room, 1, 1, 1, 100.00
30014817, Dublin 4; County Dublin; Ireland, Sandymount, D04 K5T7, Dublin 4; Ireland, t, House, Entire home/apt, 6, 4, 5, 390.00
30018217, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 1, 1, 1, 50.00
30025466, Drumcondra; County Dublin; Ireland, City Centre, D01 RK70, Drumcondra; Ireland, t, House, Private room, 2, 1, 1, 58.00
30026191, Dublin 14; County Dublin; Ireland, Dundrum, D14 A585, Dublin 14; Ireland, t, House, Entire home/apt, 5, 3, 3, 100.00
30027785, Finglas West; County Dublin; Ireland, Finglas, D11 KW6K, Finglas West; Ireland, t, House, Private room, 2, 1, 1, 43.00
30031210, Dublin; County Dublin; Ireland, Kilmainham, D08 PC90, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 80.00
30032094, Dublin 3; County Dublin; Ireland, Clontarf, D03 TD65, Dublin 3; Ireland, t, Apartment, Entire home/apt, 6, 2, 2, 150.00
30032835, Dublin 8; County Dublin; Ireland, Old City, D08 P6KA, Dublin 8; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 95.00
30033577, Kilmainham; County Dublin; Ireland, Kilmainham, , Kilmainham; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 75.00
30034141, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 XT59, Dublin 6; Ireland, t, Townhouse, Entire home/apt, 6, 2, 3, 150.00
30035141, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 150.00
30036361, Dublin; County Dublin; Ireland, Cabra, , Dublin; Ireland, f, Apartment, Shared room, 1, 1, 1, 35.00
30037775, Dublin; County Dublin; Ireland, , , Dublin; Ireland, t, Apartment, Private room, 1, 1, 1, 35.00
30041917, Dublin; County Dublin; Ireland, Dublin Industrial Estate, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 100.00
30043086, Dublin 1; County Dublin; Ireland, City Centre, , Dublin 1; Ireland, f, Apartment, Private room, 1, 1, 1, 35.00
30050192, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 41.00
30052692, Dublin; County Dublin; Ireland, East Wall, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 90.00
30054647, Dublin 2; County Dublin; Ireland, Georgian Quarter, D02 XA30, Dublin 2; Ireland, t, Apartment, Private room, 2, 1, 1, 70.00
30056018, Dublin 17; County Dublin; Ireland, Bonnybrook/Darndale, , Dublin 17; Ireland, t, Serviced apartment, Private room, 2, 1, 1, 50.00
30056502, Dublin 17; County Dublin; Ireland, Bonnybrook/Darndale, , Dublin 17; Ireland, t, Serviced apartment, Private room, 2, 1, 1, 50.00
30058578, Dublin; Ireland, Fairview, , Dublin; Ireland, f, Loft, Private room, 2, 1, 1, 150.00
30060460, Dublin; County Dublin; Ireland, Ranelagh and Rathmines, , Dublin; Ireland, t, Cabin, Private room, 1, 1, 1, 80.00
30068384, Dublin; County Dublin; Ireland, Booterstown, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 44.00
30078895, Dublin; County Dublin; Ireland, Sandymount, , Dublin; Ireland, t, Townhouse, Private room, 1, 0, 1, 50.00
30083800, Dublin 2; Co. Dublin; Ireland, Docklands, , Dublin 2; Ireland, f, Apartment, Entire home/apt, 6, 3, 3, 400.00
30083839, Dublin; County Dublin; Ireland, , , Dublin; Ireland, f, House, Entire home/apt, 7, 4, 4, 300.00
30084000, Dublin; County Dublin; Ireland, Kilmainham, D08 X5D0, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 500.00
30085410, Stoneybatter; County Dublin; Ireland, City Centre, , Stoneybatter; Ireland, t, Apartment, Entire home/apt, 8, 2, 5, 100.00
30088681, Kimmage; County Dublin; Ireland, Kimmage, D12 E4P2, Kimmage; Ireland, t, House, Entire home/apt, 2, 1, 1, 50.00
30089879, Dublin; County Dublin; Ireland, The Liberties, D08 H9T2, Dublin; Ireland, f, House, Private room, 2, 1, 1, 41.00
30090420, Dublin; County Dublin; Ireland, Blackrock, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 60.00
30091237, Dublin; Grand Canal Dock; Ireland, Trinity College, D02 EH05, Dublin; Ireland, f, Townhouse, Entire home/apt, 5, 2, 3, 190.00
30091626, Dalkey; County Dublin; Ireland, , A96 R966, Dalkey; Ireland, t, House, Private room, 2, 1, 1, 60.00
30092069, Dublin 1; County Dublin; Ireland, City Centre, D01 E6C1, Dublin 1; Ireland, t, Townhouse, Private room, 5, 1, 3, 75.00
30098585, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 KT28, Dublin 6; Ireland, t, Apartment, Entire home/apt, 1, 0, 1, 60.00
30098860, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 4, 2, 2, 220.00
30100281, Dublin 1; County Dublin; Ireland, City Centre, D01 EP86, Dublin 1; Ireland, t, Serviced apartment, Entire home/apt, 2, 1, 1, 80.00
30101401, Lucan; County Dublin; Ireland, , K78 RF29, Lucan; Ireland, f, Townhouse, Private room, 2, 1, 1, 40.00
30102805, IE; Ireland, Phibsborough, , IE; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 100.00
30103104, Dublin 2; County Dublin; Ireland, Portobello, D02 TX29, Dublin 2; Ireland, t, Serviced apartment, Entire home/apt, 3, 0, 2, 83.00
30105790, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 KH51, Dublin 6; Ireland, t, Townhouse, Private room, 6, 3, 3, 300.00
30107613, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 100.00
30108197, Dublin; County Dublin; Ireland, North Strand, D03, Dublin; Ireland, f, House, Private room, 1, 0, 1, 35.00
30108889, Drumcondra; County Dublin; Ireland, City Centre, D01 VY32, Drumcondra; Ireland, f, House, Entire home/apt, 6, 2, 3, 160.00
30118128, Swords; County Dublin; Ireland, , , Swords; Ireland, t, Apartment, Private room, 2, 1, 1, 40.00
30118650, Swords; County Dublin; Ireland, , K67 KV08, Swords; Ireland, t, House, Private room, 2, 4, 1, 47.00
30123739, Dublin 18; County Dublin; Ireland, , , Dublin 18; Ireland, f, Apartment, Private room, 2, 1, 2, 34.00
30125578, Dublin 12; County Dublin; Ireland, , D12 C8Y7, Dublin 12; Ireland, t, House, Private room, 2, 1, 1, 65.00
30126816, Dublin; County Dublin; Ireland, Addison Park, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 78.00
30128633, Farmleigh Woods; County Dublin; Ireland, Castleknock, , Farmleigh Woods; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 110.00
30139109, Dublin; County Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 1, 2, 185.00
30139912, Dublin 4; County Dublin; Ireland, Ballsbridge, D04 R1H7, Dublin 4; Ireland, f, Apartment, Entire home/apt, 4, 1, 2, 195.00
30140313, Dublin 4; County Dublin; Ireland, Ballsbridge, , Dublin 4; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 195.00
30140637, Dublin; County Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 5, 2, 2, 245.00
30140675, Dublin 1; County Dublin; Ireland, "North City Central/OConnell Street", D01 E193, Dublin 1; Ireland, t, Apartment, Private room, 2, 1, 1, 90.00
30141168, Dublin 4; County Dublin; Ireland, Docklands, D04 YX70, Dublin 4; Ireland, t, Apartment, Entire home/apt, 5, 2, 2, 250.00
30142956, Dublin; County Dublin; Ireland, , , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 150.00
30147534, Dublin 6; County Dublin; Ireland, Rathgar, D06 Y7F4, Dublin 6; Ireland, t, Tiny house, Entire home/apt, 1, 0, 1, 55.00
30148818, Dublin 7; County Dublin; Ireland, Cabra, D07 NF29, Dublin 7; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 39.00
30160998, Arbour Hill; County Dublin; Ireland, Stoneybatter/Arbour Hill, D07 K6C7, Arbour Hill; Ireland, t, House, Entire home/apt, 4, 2, 2, 180.00
30168222, Dublin; County Dublin; Ireland, Ranelagh and Rathmines, , Dublin; Ireland, f, Apartment, Entire home/apt, 3, 1, 2, 500.00
30168322, Dublin; County Dublin; Ireland, The Liberties, D08Y7F4, Dublin; Ireland, t, Apartment, Entire home/apt, 7, 3, 3, 200.00
30170582, Dublin 2; County Dublin; Ireland, Temple Bar, D02 WP71, Dublin 2; Ireland, t, Apartment, Entire home/apt, 6, 3, 3, 250.00
30171648, Dublin 2; County Dublin; Ireland, Georgian Quarter, , Dublin 2; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 149.00
30171860, Dublin; County Dublin; Ireland, Smithfield, , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 3, 180.00
30172100, Dublin 2; County Dublin; Ireland, Portobello, D02 TX29, Dublin 2; Ireland, t, Serviced apartment, Entire home/apt, 3, 0, 2, 83.00
30173088, Dublin 2; County Dublin; Ireland, Portobello, D02 TX29, Dublin 2; Ireland, t, Serviced apartment, Entire home/apt, 3, 0, 2, 83.00
30174709, Dublin; County Dublin; Ireland, Trinity College, , Dublin; Ireland, f, Apartment, Entire home/apt, 3, 1, 1, 119.00
30175375, Dundrum; County Dublin; Ireland, Dundrum, , Dundrum; Ireland, t, Bungalow, Entire home/apt, 5, 3, 3, 240.00
30176126, Dublin; County Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 6, 3, 3, 350.00
30177453, Killiney; County Dublin; Ireland, , , Killiney; Ireland, f, House, Entire home/apt, 6, 3, 4, 185.00
30179796, Dublin; County Dublin; Ireland, Mount Merrion, A94 Y177, Dublin; Ireland, t, House, Private room, 1, 1, 1, 30.00
30181597, Dublin 4; County Dublin; Ireland, Docklands, D04 D04 NX47, Dublin 4; Ireland, f, Apartment, Entire home/apt, 6, 3, 3, 400.00
30193942, Dublin; County Dublin; Ireland, City Centre, D01 WA07, Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 59.00
30193991, Dublin; County Dublin; Ireland, Grafton Street/St. Stephens Green, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 150.00
30194193, Swords; County Dublin; Ireland, , , Swords; Ireland, f, House, Private room, 1, 1, 1, 31.00
30201642, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 55.00
30206301, Lucan; County Dublin; Ireland, , , Lucan; Ireland, f, House, Entire home/apt, 6, 3, 3, 200.00
30207502, Skerries; County Dublin; Ireland, , K34 A062, Skerries; Ireland, t, House, Private room, 1, 1, 1, 30.00
30207575, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 79.00
30208992, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
30218743, Dublin 8; County Dublin; Ireland, Phoenix Park and Surrounds, , Dublin 8; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 100.00
30222170, Dublin; County Dublin; Ireland, Santry, , Dublin; Ireland, f, Apartment, Shared room, 2, 1, 1, 26.00
30228188, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 3, 1, 2, 70.00
30231039, Dublin; County Dublin; Ireland, Donnybrook, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 100.00
30236124, Howth; County Dublin; Ireland, , D13 X032, Howth; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 85.00
30237683, Dublin 1; County Dublin; Ireland, "North City Central/OConnell Street", D01 F1W1, Dublin 1; Ireland, t, Apartment, Private room, 2, 1, 1, 55.00
30241330, Dublin; County Dublin; Ireland, , , Dublin; Ireland, t, Condominium, Private room, 2, 1, 1, 45.00
30246424, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
30252025, Chapelizod; County Dublin; Ireland, Phoenix Park and Surrounds, D20 VC59, Chapelizod; Ireland, t, House, Private room, 2, 1, 1, 80.00
30252966, Blackrock; County Dublin; Ireland, Blackrock, , Blackrock; Ireland, f, House, Entire home/apt, 4, 2, 2, 200.00
30267738, Finglas East; County Dublin; Ireland, Finglas, D11 H2F7, Finglas East; Ireland, t, Guest suite, Entire home/apt, 2, 1, 2, 50.00
30270518, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Shared room, 1, 1, 1, 14.00
30279007, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 EP20, Dublin 6; Ireland, t, Apartment, Entire home/apt, 3, 1, 1, 79.00
30280402, Dublin; County Dublin; Ireland, Dundrum, D18 TW73, Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 60.00
30284346, Dublin 8; County Dublin; Ireland, The Liberties, D08 E1H5, Dublin 8; Ireland, t, House, Entire home/apt, 4, 2, 2, 100.00
30289835, East Wall; County Dublin; Ireland, East Wall, D03 Y967, East Wall; Ireland, t, House, Private room, 1, 1, 1, 45.00
30290858, Dublin 13; County Dublin; Ireland, , , Dublin 13; Ireland, t, Guest suite, Entire home/apt, 2, 1, 2, 55.00
30292393, Dublin 15; County Dublin; Ireland, , D15 DY2H, Dublin 15; Ireland, t, House, Private room, 1, 1, 1, 25.00
30299818, Lucan; County Dublin; Ireland, , K78 KD28, Lucan; Ireland, t, House, Private room, 1, 1, 1, 42.00
30305507, Dublin 2; County Dublin; Ireland, Grafton Street/St. Stephens Green, D02 DA09, Dublin 2; Ireland, t, Apartment, Entire home/apt, 6, 2, 2, 875.00
30306391, Dublin 2; County Dublin; Ireland, Grafton Street/St. Stephens Green, D02 DA09, Dublin 2; Ireland, t, Apartment, Entire home/apt, 5, 1, 3, 875.00
30306416, Blackrock; County Dublin; Ireland, Blackrock, A94 D8H7, Blackrock; Ireland, t, Townhouse, Entire home/apt, 4, 3, 3, 175.00
30307202, Dublin; County Dublin; Ireland, The Liberties, , Dublin; Ireland, t, Condominium, Private room, 2, 1, 1, 60.00
30309652, Dublin; County Dublin; Ireland, , , Dublin; Ireland, t, Condominium, Private room, 2, 1, 1, 38.00
30314099, Inchicore; County Dublin; Ireland, Crumlin, D12 DDE4, Inchicore; Ireland, t, House, Private room, 2, 1, 1, 65.00
30316922, Dublin 2; County Dublin; Ireland, Georgian Quarter, D02 VK49, Dublin 2; Ireland, t, Townhouse, Private room, 2, 1, 1, 65.00
30317940, Blackrock; County Dublin; Ireland, Booterstown, A94 HH90, Blackrock; Ireland, f, House, Entire home/apt, 5, 3, 4, 200.00
30332336, Dublin; County Dublin; Ireland, Donnybrook, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 80.00
30334610, Lucan; County Dublin; Ireland, , K78 F584, Lucan; Ireland, t, House, Private room, 2, 1, 1, 40.00
30335586, Dublin 4; County Dublin; Ireland, Ballsbridge, , Dublin 4; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
30342614, Dublin; County Dublin; Ireland, Castleknock, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 80.00
30343748, Dublin 1; County Dublin; Ireland, East Wall, , Dublin 1; Ireland, f, Condominium, Entire home/apt, 8, 3, 3, 300.00
30345989, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 100.00
30348992, Dublin 2; County Dublin; Ireland, Trinity College, D02 YH36, Dublin 2; Ireland, t, Townhouse, Private room, 4, 2, 2, 89.00
30354393, Dublin; County Dublin; Ireland, Monkstown, , Dublin; Ireland, f, Apartment, Private room, 1, 1, 1, 35.00
30360175, Dublin 1; County Dublin; Ireland, City Centre, D01 XK19, Dublin 1; Ireland, t, Apartment, Entire home/apt, 6, 2, 2, 250.00
30360362, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 XT59, Dublin 6; Ireland, t, Townhouse, Private room, 2, 1, 1, 80.00
30360922, Dublin 1; County Dublin; Ireland, City Centre, D01 XK19, Dublin 1; Ireland, t, Apartment, Entire home/apt, 6, 2, 2, 250.00
30361273, Dublin 1; County Dublin; Ireland, City Centre, D01 XK19, Dublin 1; Ireland, t, Apartment, Entire home/apt, 4, 1, 1, 250.00
30361365, Dublin; County Dublin; Ireland, Georgian Quarter, D02 HD45, Dublin; Ireland, f, Apartment, Entire home/apt, 5, 2, 2, 250.00
30361512, Dublin 1; County Dublin; Ireland, "North City Central/OConnell Street", D01 XK19, Dublin 1; Ireland, t, Apartment, Entire home/apt, 4, 1, 1, 250.00
30361769, Dublin; County Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 6, 3, 3, $3;100.00
30362396, Dublin 1; County Dublin; Ireland, City Centre, D01 Y650, Dublin 1; Ireland, t, Apartment, Entire home/apt, 4, 1, 1, 250.00
30366157, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Townhouse, Entire home/apt, 4, 2, 2, 115.00
30366986, Dublin; County Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 1, 250.00
30367716, Dublin; County Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 1, 250.00
30368198, Dublin; County Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 1, 250.00
30368513, Dublin; County Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 2, 250.00
