id,host_id,host_neighbourhood,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bedrooms,beds,price
595320,2941825,The Liberties,"Dublin, Ireland",The Liberties,Dublin City,,Dublin,,Dublin 8,"Dublin, Ireland",f,Apartment,Private room,2,1,1,$40.00
610233,687547,,"Smithfield, Dublin, Ireland",Smithfield,Dublin City,,Smithfield,Dublin,,"Smithfield, Ireland",t,House,Entire home/apt,4,2,2,$101.00
630655,1334552,Smithfield,"Dublin, Dublin, Ireland",City Centre,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Loft,Private room,1,1,1,$50.00
637185,3177950,Smithfield,"Dublin, Dublin, Ireland",City Centre,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Entire home/apt,2,1,1,$95.00
641880,3207141,Old City,"Dublin, Dublin, Ireland",Old City,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Private room,2,1,1,$85.00
649740,2811286,Old City,"Dublin 2, Ireland",Old City,Dublin City,,Dublin 2,,,"Dublin 2, Ireland",t,Apartment,Private room,2,1,1,$85.00
654589,3244025,Temple Bar,"Dublin, Dublin, Ireland",Temple Bar,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Entire home/apt,5,2,4,$170.00
681875,1615460,Ballsbridge,"Ballsbridge, Dublin 4, Ireland",Ballsbridge,Dublin City,,Ballsbridge,Dublin 4,,"Ballsbridge, Ireland",t,Apartment,Private room,1,1,1,$48.00
690119,3525420,Dundrum,"Dundrum, Dublin, Ireland",Churchtown,Dn Laoghaire-Rathdown,,Dundrum,Dublin,,"Dundrum, Ireland",t,Cottage,Entire home/apt,4,2,2,$295.00
692956,3244818,,"Dublin, Dublin, Ireland",,Dn Laoghaire-Rathdown,,Dublin,Dublin,,"Dublin, Ireland",t,Guesthouse,Entire home/apt,2,1,2,$55.00
700142,3591857,,"Dublin, Dublin, Ireland",Rathfarnham,Dn Laoghaire-Rathdown,,,Dublin,,"Dublin, Ireland",f,House,Private room,2,1,3,$80.00
700193,3591857,,"Dublin, Dublin, Ireland",,Dn Laoghaire-Rathdown,,Dublin,Dublin,16,"Dublin, Ireland",f,House,Entire home/apt,10,1,10,$300.00
701759,3525420,Dundrum,"Dundrum, Dublin, Ireland",Dundrum,Dn Laoghaire-Rathdown,,Dundrum,Dublin,,"Dundrum, Ireland",t,House,Private room,2,1,1,$75.00
715205,3683952,Drumcondra,"Drumcondra, Dublin, Ireland",Drumcondra,Dublin City,,Drumcondra,Dublin,D09 K2T3,"Drumcondra, Ireland",t,Guesthouse,Private room,3,1,2,$50.00
726011,3755932,,"Skerries, Co. Dublin, Ireland",,Fingal,,Skerries,Co. Dublin,0,"Skerries, Ireland",t,Apartment,Entire home/apt,3,1,3,$110.00
726075,3756388,Drumcondra,"Dublin, Ireland",Drumcondra,Dublin City,,Dublin,,dublin 9,"Dublin, Ireland",t,Townhouse,Entire home/apt,5,3,5,$120.00
736751,3683952,Drumcondra,"Drumcondra, Dublin, Ireland",Drumcondra,Dublin City,,Drumcondra,Dublin,D09 K2T3,"Drumcondra, Ireland",t,Guesthouse,Private room,2,1,1,$50.00
736773,3683952,Drumcondra,"Drumcondra, Dublin, Ireland",Drumcondra,Dublin City,,Drumcondra,Dublin,D09 K2T3,"Drumcondra, Ireland",t,Guesthouse,Private room,4,1,4,$50.00
736794,3683952,Drumcondra,"Drumcondra, Dublin, Ireland",Drumcondra,Dublin City,,Drumcondra,Dublin,D09 K2T3,"Drumcondra, Ireland",t,Bungalow,Private room,4,1,4,$50.00
742656,3888023,Grafton Street/St. Stephens Green,"Dublin, Dublin, Ireland",Grafton Street/St. Stephens Green,Dublin City,,Dublin,Dublin,2,"Dublin, Ireland",t,Apartment,Private room,2,1,1,$60.00
747284,1626936,Dundrum,"Dublin, Dublin, Ireland",Dundrum,Dn Laoghaire-Rathdown,,Dublin,Dublin,,"Dublin, Ireland",t,Condominium,Entire home/apt,4,2,2,$89.00
747976,3927774,,"Dublin, Dublin, Ireland",Beaumont,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Townhouse,Private room,2,1,1,$36.00
761912,3668533,,"Malahide, Dublin, Ireland",,Fingal,,Malahide,Dublin,,"Malahide, Ireland",t,House,Private room,4,1,4,$100.00
800026,3683952,Drumcondra,"Drumcondra, Dublin, Ireland",Drumcondra,Dublin City,,Drumcondra,Dublin,,"Drumcondra, Ireland",t,Guesthouse,Entire home/apt,12,4,14,$300.00
816039,192210,Phoenix Park and Surrounds,"Dublin, Dublin, Ireland",Phoenix Park and Surrounds,Dublin City,,,Dublin,7,"Dublin, Ireland",t,Townhouse,Entire home/apt,12,4,6,$238.00
860339,4507331,Artane,"Artane, Dublin, Ireland",Artane,Dublin City,,Artane,Dublin,,"Artane, Ireland",t,House,Private room,1,1,1,$30.00
870350,4586782,,"Malahide, Dublin, Ireland",,Fingal,,Malahide,Dublin,,"Malahide, Ireland",f,Apartment,Entire home/apt,5,2,3,$90.00
872539,4603565,North Strand,"Dublin, Dublin, Ireland",North Strand,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Cottage,Entire home/apt,4,2,2,$200.00
884599,4686027,,"Dublin 17, Dublin, Ireland",Bonnybrook/Darndale,Dublin City,,Dublin 17,Dublin,D13,"Dublin 17, Ireland",t,Apartment,Private room,2,1,1,$50.00
898411,2811286,Old City,"Dublin 2, County Dublin, Ireland",Old City,Dublin City,,Dublin 2,County Dublin,,"Dublin 2, Ireland",t,Apartment,Private room,2,1,1,$75.00
922425,1607393,The Liberties,"Dublin, County Dublin, Ireland",Old City,Dublin City,,Dublin,County Dublin,,"Dublin, Ireland",t,Townhouse,Entire home/apt,4,2,2,$134.00
928970,5001093,Docklands,"Dublin, Dublin, Ireland",Docklands,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Boat,Entire home/apt,4,1,3,$165.00
929816,4985632,Docklands,"Dublin, Dublin, Ireland",Docklands,Dublin City,,Dublin,Dublin,Dublin 2,"Dublin, Ireland",t,Apartment,Private room,2,1,2,$75.00
936063,5051470,,"Swords, Dublin, Ireland",,Fingal,,Swords,Dublin,,"Swords, Ireland",t,Townhouse,Private room,10,3,4,$50.00
937977,5051470,,"Swords, Dublin, Ireland",,Fingal,,Swords,Dublin,,"Swords, Ireland",t,House,Private room,2,4,5,$45.00
939866,4985632,Docklands,"Dublin, Dublin, Ireland",Docklands,Dublin City,,Dublin,Dublin,Dublin 2,"Dublin, Ireland",t,Apartment,Entire home/apt,4,2,2,$170.00
946923,3846772,Docklands,"Dublin, Dublin, Ireland",Docklands,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Serviced apartment,Entire home/apt,2,1,1,$74.00
990300,5438017,Dartry,"Rathmines, Dublin, Ireland",Dartry,Dublin City,,Rathmines,Dublin,,"Rathmines, Ireland",t,Townhouse,Private room,3,2,2,$65.00
998407,1245198,,"Donaghmede, Dublin, Ireland",Raheny,Dublin City,,Donaghmede,Dublin,,"Donaghmede, Ireland",t,Apartment,Entire home/apt,2,0,1,$45.00
999963,5497230,Cabra,"Dublin, Leinster, Ireland",City Centre,Dublin City,,Dublin,Leinster,7,"Dublin, Ireland",t,Apartment,Entire home/apt,2,0,1,$455.00
1017861,5601956,,"Dublin, Dublin, Ireland",Pelletstown,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Townhouse,Private room,3,1,1,$50.00
1064692,5859508,Georgian Quarter,"Dublin, Dublin, Ireland",Georgian Quarter,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Private room,1,1,1,$69.00
1073487,5905039,Dundrum,"Clonskeagh, Dublin, Ireland",Dundrum,Dn Laoghaire-Rathdown,,Clonskeagh,Dublin,,"Clonskeagh, Ireland",t,House,Private room,1,1,1,$55.00
1076514,4435361,Trinity College,"Dublin, Dublin, Ireland",Trinity College,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Entire home/apt,4,1,2,$145.00
1076634,823405,Kimmage,"Dublin, Dublin, Ireland",Kimmage,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Private room,2,1,1,$59.00
1086416,5971713,Stoneybatter/Arbour Hill,"Dublin, Dublin, Ireland",Stoneybatter/Arbour Hill,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Entire home/apt,2,1,1,$100.00
1207950,6593571,Dundrum,"Ballinteer, Dublin, Ireland",Dundrum,Dn Laoghaire-Rathdown,,Ballinteer,Dublin,,"Ballinteer, Ireland",t,House,Entire home/apt,8,4,0,$280.00
1244710,5605429,North City Central/O'Connel Street,"Dublin, Dublin, Ireland",City Centre,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Entire home/apt,6,2,3,$122.00
1265520,2202699,Addison Park,"Glasnevin, Dublin, Ireland",Addison Park,Dublin City,,Glasnevin,Dublin,,"Glasnevin, Ireland",t,Townhouse,Entire home/apt,4,2,2,$110.00
1270261,474328,,"Dublin, Dublin, Ireland",,Fingal,,Dublin,Dublin,co,"Dublin, Ireland",t,House,Private room,6,1,6,$70.00
1276002,6938108,East Wall,"Dublin, Ireland",East Wall,Dublin City,,Dublin,,3,"Dublin, Ireland",t,Townhouse,Entire home/apt,5,3,3,$350.00
1287829,6190398,Santry,"Santry, Dublin, Ireland",Santry,Dublin City,,Santry,Dublin,,"Santry, Ireland",t,House,Entire home/apt,6,3,4,$99.00
1289697,2061662,,"Rathfarnham, Dublin, Ireland",Rathfarnham,South Dublin,,Rathfarnham,Dublin,,"Rathfarnham, Ireland",t,House,Entire home/apt,8,4,4,$130.00
1290506,7017423,,"Palmerstown,, Dublin 20,, Ireland",Ballyfermot,South Dublin,,"Palmerstown,","Dublin 20,",Dublin,"Palmerstown,, Ireland",t,House,Private room,2,1,1,$50.00
1296492,4580868,,"Dublin, Dublin, Ireland",Ringsend/Irishtown,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",f,Apartment,Private room,2,1,1,$48.00
1296923,7046849,Castleknock,"Dublin, Dublin, Ireland",Castleknock,Fingal,,Dublin,Dublin,Dublin 15,"Dublin, Ireland",t,House,Private room,1,1,1,$50.00
1315528,5051470,,"Swords, Dublin, Ireland",,Fingal,,Swords,Dublin,,"Swords, Ireland",t,Townhouse,Private room,10,4,1,$45.00
1322440,7202989,,"Dublin, Dublin, Ireland",Beaumont,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Private room,2,1,3,$22.00
1332458,7169837,Phibsborough,"Dublin, Dublin, Ireland",Phibsborough,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Entire home/apt,16,4,8,$799.00
1341478,408378,Cabra,"Dublin, Dublin, Ireland",Cabra,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Private room,3,1,2,$85.00
1345435,435734,Portobello,"Dublin, Dublin, Ireland",Portobello,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Townhouse,Private room,2,1,1,$42.00
1364560,6977448,Rialto,"Dublin, Dublin, Ireland",Rialto,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Private room,2,1,1,$64.00
1407832,5818278,Blackrock,"Blackrock, Dublin, Ireland",Blackrock,Dn Laoghaire-Rathdown,,Blackrock,Dublin,,"Blackrock, Ireland",t,House,Entire home/apt,8,4,5,$160.00
1411019,765874,North City Central/O'Connell Street,"Dublin, Dublin, Ireland",North City Central/O'Connell Street,Dublin City,,Dublin,Dublin,D1,"Dublin, Ireland",t,Apartment,Private room,2,1,1,$90.00
1418666,2769300,Ranelagh and Rathmines,"Rathmines, Dublin, Ireland",Ranelagh and Rathmines,Dublin City,,Rathmines,Dublin,,"Rathmines, Ireland",t,Townhouse,Entire home/apt,2,1,1,$200.00
1447994,2401732,Docklands,"Dublin, Dublin, Ireland",Sandymount,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Private room,2,1,1,$75.00
1466234,5940448,Crumlin,"Dublin, Dublin, Ireland",Crumlin,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Private room,1,1,1,$30.00
1488124,5605429,North City Central/O'Connel Street,"Dublin, Dublin, Ireland",City Centre,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Private room,2,1,1,$68.00
1489545,7558255,,"Portmarnock, Co. Dublin, Ireland",,Fingal,,Portmarnock,Co. Dublin,Dublin 13,"Portmarnock, Ireland",t,Apartment,Private room,2,1,1,$55.00
1500892,2232368,,"North County Dublin , Dublin, Ireland",,Fingal,,North County Dublin ,Dublin,K67EA03,"North County Dublin , Ireland",f,Bed and breakfast,Private room,3,1,2,$120.00
1520036,6973475,Old City,"Dublin, Dublin, Ireland",Old City,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Entire home/apt,4,2,2,$210.00
1550394,8257965,Temple Bar,"Dublin, Dublin, Ireland",Temple Bar,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Apartment,Entire home/apt,4,2,2,$199.00
1551644,1582772,,"South Dublin, County Dublin, Ireland",,South Dublin,,South Dublin,County Dublin,,"South Dublin, Ireland",f,House,Entire home/apt,4,2,2,$130.00
1556554,1271983,The Liberties,"Dublin, Dublin, Ireland",The Liberties,Dublin City,,Dublin,Dublin,8,"Dublin, Ireland",t,House,Entire home/apt,4,2,2,$245.00
1559929,3745350,Portobello,"Dublin, Dublin, Ireland",Portobello,Dublin City,,Dublin,Dublin,2,"Dublin, Ireland",t,House,Private room,1,1,1,$65.00
1563973,8320667,Stoneybatter/Arbour Hill,"Dublin, Dublin, Ireland",Phoenix Park and Surrounds,Dublin City,,Dublin,Dublin,D7,"Dublin, Ireland",t,House,Private room,1,1,1,$45.00
1566503,4303678,North City Central/O'Connell Street,"Dublin, Dublin, Ireland",Old City,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Entire home/apt,4,2,2,$225.00
1582908,8427433,,"Dublin, Dublin, Ireland",Crumlin,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Private room,1,1,1,$43.00
1596451,6219661,Ballybough,"Dublin 3, Ireland",Ballybough,Dublin City,,Dublin 3,,Dublin 3,"Dublin 3, Ireland",t,House,Entire home/apt,6,3,4,$500.00
1600779,3745350,Portobello,"Dublin, Dublin, Ireland",Portobello,Dublin City,,Dublin,Dublin,2,"Dublin, Ireland",t,Townhouse,Private room,2,1,1,$85.00
1605305,8552503,Ballsbridge,"Ballsbridge, Dublin, Ireland",Ballsbridge,Dublin City,,Ballsbridge,Dublin,,"Ballsbridge, Ireland",t,House,Entire home/apt,6,2,0,$200.00
1612700,8585358,Drumcondra,"Glasnevin, Dublin, Ireland",Drumcondra,Dublin City,,Glasnevin,Dublin,,"Glasnevin, Ireland",t,House,Private room,2,1,2,$85.00
1614285,8585358,Drumcondra,"Glasnevin, Dublin, Ireland",Drumcondra,Dublin City,,Glasnevin,Dublin,,"Glasnevin, Ireland",t,Bed and breakfast,Private room,2,1,1,$82.00
1672082,8851568,,"Dublin, Dublin, Ireland",Monkstown,Dn Laoghaire-Rathdown,,Dublin,Dublin,,"Dublin, Ireland",t,House,Private room,1,1,1,$41.00
1672292,8852821,,"Santry, Dublin, Ireland",Santry,Fingal,,Santry,Dublin,Dublin 9,"Santry, Ireland",f,Apartment,Private room,2,1,1,$50.00
1678478,8880027,Drumcondra,"Drumcondra, Dublin, Ireland",Drumcondra,Dublin City,,Drumcondra,Dublin,,"Drumcondra, Ireland",t,Apartment,Entire home/apt,8,3,5,$260.00
1717912,5429761,Portobello,"Dublin, Dublin, Ireland",Old City,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,House,Private room,2,1,1,$55.00
1722973,9082642,Dundrum,"Dundrum, Dublin 16, Ireland",Dundrum,Dn Laoghaire-Rathdown,,Dundrum,Dublin 16,,"Dundrum, Ireland",t,Condominium,Private room,2,1,1,$75.00
1735698,8886946,Georgian Quarter,"Dublin 2, Ireland",Georgian Quarter,Dublin City,,Dublin 2,,D02 RY67,"Dublin 2, Ireland",t,Barn,Entire home/apt,6,3,3,$442.00
1744402,9182622,,"Portrane, Dublin, Ireland",,Fingal,,Portrane,Dublin,,"Portrane, Ireland",f,House,Private room,2,2,2,$50.00
1754515,8296520,North City Central/O'Connell Street,"Dublin, Dublin, Ireland",North City Central/O'Connell Street,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",t,Loft,Entire home/apt,2,1,1,$84.00
1768437,9291133,,"Sallynoggin, Dublin, Ireland",,Dn Laoghaire-Rathdown,,Sallynoggin,Dublin,,"Sallynoggin, Ireland",t,House,Private room,1,1,0,$35.00
1771007,9302663,,"Bray, Dublin, Ireland",,Dn Laoghaire-Rathdown,,Bray,Dublin,,"Bray, Ireland",t,House,Private room,2,1,1,$50.00
1789253,8768901,,"Dublin, Dublin, Ireland",Old City,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",f,Apartment,Entire home/apt,4,1,1,$170.00
1791386,3328446,Rathfarnham,"Templeogue, Dublin, Ireland",Rathfarnham,South Dublin,,Templeogue,Dublin,16,"Templeogue, Ireland",f,House,Private room,2,1,2,$35.00
1804494,6650296,Clontarf,"Dublin, Dublin, Ireland",Clontarf,Dublin City,,Dublin,Dublin,"DO3 XR80,","Dublin, Ireland",t,House,Entire home/apt,4,2,3,$120.00
1860001,9703420,Ballsbridge,"Ballsbridge, Dublin, Ireland",Ballsbridge,Dublin City,,Ballsbridge,Dublin,,"Ballsbridge, Ireland",t,House,Private room,2,1,1,$50.00
1860685,3784882,Ballsbridge,"Dublin, Dublin, Ireland",Ballsbridge,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",f,Apartment,Entire home/apt,2,0,1,$130.00
1878302,5813354,Templeogue,"Dublin, Dublin, Ireland",Donnybrook,Dublin City,,Dublin,Dublin,,"Dublin, Ireland",f,Apartment,Entire home/apt,4,1,1,$135.00
