id,street,neighbourhood,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bedrooms,beds,price_19_07,price_19_01,price_19_03,price_19_04,price_19_05,price_19_06,price_19_08,price_19_09,price_19_10,price_19_11,price_19_12,price_20_01,price_20_02,price_20_04,price_20_05,price_20_06,price_20_07
21162660,Dublin1;CountyDublin;Ireland,"NorthCityCentral/OConnellStreet",D01CP59,Dublin1;Ireland,t,Apartment,Privateroom,2,0,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,0,0,0,0,0,0,0,0
21167665,Dublin12;CountyDublin;Ireland,Crumlin,D12YNE0,Dublin12;Ireland,t,House,Privateroom,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00
21179842,Dublin;CountyDublin;Ireland,TrinityCollege,,Dublin;Ireland,t,Apartment,Entirehome/apt,4,2,2,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,0,0,0,0,0,0,0,0
21180385,Dublin;CountyDublin;Ireland,Castleknock,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
21180513,Dublin;CountyDublin;Ireland,GeorgianQuarter,D02FH22,Dublin;Ireland,t,Townhouse,Entirehome/apt,10,4,6,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,0,0,0
21180516,Dublin;CountyDublin;Ireland,GeorgianQuarter,D02WD30,Dublin;Ireland,t,House,Entirehome/apt,10,4,5,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,0,0
21180518,Dublin;CountyDublin;Ireland,GeorgianQuarter,D02EC67,Dublin;Ireland,t,Townhouse,Entirehome/apt,10,4,5,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,0,0,0
21180520,Dublin;CountyDublin;Ireland,GraftonStreet/St.StephensGreen,D02DP40,Dublin;Ireland,t,House,Entirehome/apt,6,2,3,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,0,0
21180524,Dublin;CountyDublin;Ireland,GeorgianQuarter,D02P782,Dublin;Ireland,f,Townhouse,Entirehome/apt,10,4,6,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,0,0,0
21180526,Dublin;CountyDublin;Ireland,GeorgianQuarter,D02KF21,Dublin;Ireland,t,Townhouse,Entirehome/apt,10,4,6,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,0,0,0
21180530,Dublin;CountyDublin;Ireland,GeorgianQuarter,D02PE00,Dublin;Ireland,f,Townhouse,Entirehome/apt,10,4,6,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,0,0,0
21180531,Dublin;CountyDublin;Ireland,GeorgianQuarter,D02EH66,Dublin;Ireland,t,House,Entirehome/apt,10,4,5,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,550.00,0,0
21186725,Dublin;CountyDublin;Ireland,CityCentre,,Dublin;Ireland,f,Apartment,Privateroom,1,1,1,52.00,52.00,52.00,52.00,52.00,52.00,52.00,52.00,52.00,52.00,0,0,0,0,0,0,0
21187208,Dublin8;CountyDublin;Ireland,TheLiberties,D08P4A3,Dublin8;Ireland,t,Townhouse,Privateroom,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,0,0,0,0,0,0,0
21199571,Dublin1;CountyDublin;Ireland,"NorthCityCentral/OConnellStreet",,Dublin1;Ireland,t,Apartment,Entirehome/apt,4,1,2,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00
21200405,Dublin8;CountyDublin;Ireland,TheLiberties,D08P4A3,Dublin8;Ireland,t,Townhouse,Privateroom,4,2,2,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,0,0,0,0,0,0,0
21202661,Dublin7;CountyDublin;Ireland,Cabra,D07W0D0,Dublin7;Ireland,t,Apartment,Entirehome/apt,2,0,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
21203035,Dublin;CountyDublin;Ireland,Drumcondra,,Dublin;Ireland,t,House,Entirehome/apt,5,4,4,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00
21214862,FinglasEast;CountyDublin;Ireland,Finglas,D11K5F3,FinglasEast;Ireland,t,Townhouse,Privateroom,2,1,1,35.00,30.00,35.00,35.00,35.00,35.00,38.00,38.00,38.00,38.00,38.00,33.00,33.00,0,0,0,0
21216869,Dublin;CountyDublin;Ireland,Crumlin,D12XD85,Dublin;Ireland,f,Guesthouse,Entirehome/apt,2,1,1,59.00,59.00,59.00,59.00,59.00,59.00,59.00,59.00,59.00,59.00,0,0,0,0,0,0,0
21221621,Dublin1;CountyDublin;Ireland,"NorthCityCentral/OConnellStreet",D01Y865,Dublin1;Ireland,t,Apartment,Entirehome/apt,2,1,1,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,129.00,0,0,0,0,0,0,0,0
21230010,Swords;CountyDublin;Ireland,,,Swords;Ireland,t,Townhouse,Privateroom,1,1,2,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
21230020,Swords;CountyDublin;Ireland,,,Swords;Ireland,t,Townhouse,Privateroom,1,1,2,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
21236400,Dublin;CountyDublin;Ireland,Rialto,D08YNR4,Dublin;Ireland,f,Townhouse,Entirehome/apt,6,3,5,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,0,0,0,0
21238317,Dublin4;CountyDublin;Ireland,Sandymount,D04H4X0,Dublin4;Ireland,t,Other,Privateroom,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
21238744,Dublin7;CountyDublin;Ireland,CityCentre,,Dublin7;Ireland,t,Apartment,Entirehome/apt,2,1,1,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00
21238766,Dublin;CountyDublin;Ireland,TrinityCollege,,Dublin;Ireland,t,Apartment,Privateroom,1,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
21240229,Rathmines;CountyDublin;Ireland,RanelaghandRathmines,,Rathmines;Ireland,f,Apartment,Entirehome/apt,2,0,1,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00,78.00
21242540,Dublin3;CountyDublin;Ireland,Marino,,Dublin3;Ireland,t,House,Privateroom,2,0,1,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00
21246712,Dublin;CountyDublin;Ireland,GraftonStreet/St.StephensGreen,,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00
21247838,Dublin4;CountyDublin;Ireland,Docklands,D04CF66,Dublin4;Ireland,t,Servicedapartment,Entirehome/apt,4,2,2,198.00,198.00,198.00,198.00,198.00,0,198.00,198.00,198.00,198.00,198.00,198.00,0,0,0,0,0
21248344,Dublin3;CountyDublin;Ireland,Marino,D03AY05,Dublin3;Ireland,t,House,Privateroom,1,1,1,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
21251800,Dublin;CountyDublin;Ireland,OldCity,D08WTY0,Dublin;Ireland,f,Cabin,Entirehome/apt,1,0,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,0,0,0,0
21260183,Dublin;CountyDublin;Ireland,Dundrum,,Dublin;Ireland,t,Apartment,Privateroom,1,1,1,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
21260658,Dublin;CountyDublin;Ireland,OldCity,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00
21262712,FinglasEast;CountyDublin;Ireland,Finglas,D11K5F3,FinglasEast;Ireland,t,House,Privateroom,1,1,1,30.00,28.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,29.00,29.00,0,0,0,0
21262811,Dublin;CountyDublin;Ireland,Docklands,,Dublin;Ireland,f,Apartment,Entirehome/apt,2,1,1,110.00,0,0,110.00,110.00,110.00,0,0,0,0,0,0,0,0,0,0,0
21270429,Dublin6;CountyDublin;Ireland,RanelaghandRathmines,D06N2P2,Dublin6;Ireland,t,House,Privateroom,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00
21276357,Dublin;CountyDublin;Ireland,CityCentre,,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00,73.00
21286235,Swords;CountyDublin;Ireland,,,Swords;Ireland,f,House,Entirehome/apt,4,2,2,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00
21287679,Dublin8;CountyDublin;Ireland,Portobello,D08Y2F2,Dublin8;Ireland,t,House,Privateroom,3,1,2,62.00,62.00,62.00,62.00,62.00,62.00,62.00,62.00,62.00,62.00,62.00,62.00,70.00,70.00,70.00,70.00,70.00
21290247,Dublin;CountyDublin;Ireland,Donnybrook,,Dublin;Ireland,t,House,Privateroom,2,1,1,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00
21292089,Dublin8;CountyDublin;Ireland,OldCity,,Dublin8;Ireland,f,Apartment,Entirehome/apt,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
21292722,Dublin6;CountyDublin;Ireland,Rathgar,D06T027,Dublin6;Ireland,t,Apartment,Entirehome/apt,3,0,2,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,72.00,0,0,0,0,0,0,0
21293670,MountSaintAnnes;CountyDublin;Ireland,Donnybrook,,MountSaintAnnes;Ireland,t,Townhouse,Entirehome/apt,4,2,2,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00
21293695,Dublin1;CountyDublin;Ireland,CityCentre,D01E193,Dublin1;Ireland,t,Apartment,Entirehome/apt,4,2,2,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00
21295775,Dublin6;CountyDublin;Ireland,Donnybrook,D06N9Y7,Dublin6;Ireland,t,Guestsuite,Entirehome/apt,2,0,2,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
21303529,Dublin;CountyDublin;Ireland,Ballyfermot,,Dublin;Ireland,t,House,Privateroom,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
21305804,CountyDublin;CountyDublin;Ireland,GraftonStreet/St.StephensGreen,,CountyDublin;Ireland,f,Apartment,Entirehome/apt,4,2,2,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00
21307842,Dublin8;CountyDublin;Ireland,TheLiberties,D08P4A3,Dublin8;Ireland,t,House,Privateroom,2,1,2,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,0,0,0,0,0,0
21308311,Malahide;CountyDublin;Ireland,,,Malahide;Ireland,t,House,Privateroom,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
21316481,Dublin;CountyDublin;Ireland,Smithfield,,Dublin;Ireland,f,Apartment,Privateroom,1,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
21320422,Dublin8;CountyDublin;Ireland,TheLiberties,D08K6P6,Dublin8;Ireland,t,Townhouse,Privateroom,2,1,1,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00
21324082,Dublin8;CountyDublin;Ireland,OldCity,D08P4A3,Dublin8;Ireland,t,Townhouse,Privateroom,4,2,3,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,160.00,0,0,0,0,0,0
21324406,Dublin8;CountyDublin;Ireland,OldCity,D08P4A3,Dublin8;Ireland,t,Townhouse,Entirehome/apt,8,3,5,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,0,0,0,0,0,0,0
21332273,Dublin3;CountyDublin;Ireland,Clontarf,D03X2H1,Dublin3;Ireland,t,House,Entirehome/apt,5,3,3,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00,139.00
21333443,Kilmainham;CountyDublin;Ireland,Kilmainham,D08R8N3,Kilmainham;Ireland,t,Apartment,Entirehome/apt,4,1,2,80.00,80.00,80.00,80.00,80.00,80.00,80.00,0,0,0,0,0,0,0,0,0,0
21345400,Dublin;CountyDublin;Ireland,Ballsbridge,,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00
21345524,Kilmainham;CountyDublin;Ireland,Kilmainham,D08R8N3,Kilmainham;Ireland,t,Apartment,Entirehome/apt,4,2,2,85.00,85.00,85.00,85.00,85.00,85.00,85.00,0,0,0,0,0,0,0,0,0,0
21349821,Dublin;CountyDublin;Ireland,TrinityCollege,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00
21350202,Dublin2;CountyDublin;Ireland,GraftonStreet/St.StephensGreen,D02KD35,Dublin2;Ireland,t,Apartment,Privateroom,2,1,1,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00
21350607,Dublin8;CountyDublin;Ireland,OldCity,D08VRK3,Dublin8;Ireland,t,Condominium,Entirehome/apt,4,2,2,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00
21350746,Dublin;CountyDublin;Ireland,Smithfield,D01YX82,Dublin;Ireland,f,Apartment,Entirehome/apt,5,1,3,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00,136.00
21353367,Dublin8;CountyDublin;Ireland,OldCity,D08VRK3,Dublin8;Ireland,t,Condominium,Privateroom,2,1,1,60.00,70.00,60.00,60.00,60.00,70.00,60.00,60.00,70.00,70.00,70.00,75.00,75.00,75.00,75.00,75.00,75.00
21356023,Dublin1;CountyDublin;Ireland,"NorthCityCentral/OConnellStreet",,Dublin1;Ireland,t,Apartment,Entirehome/apt,3,1,2,110.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,0,0,0,0,0,0,0,0
21359516,Dublin;CountyDublin;Ireland,,,Dublin;Ireland,f,Guestsuite,Entirehome/apt,2,0,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,0,0,0,0,0,0,0,0,0
21364213,Dublin22;CountyDublin;Ireland,Clondalkin,D22R2K1,Dublin22;Ireland,t,House,Privateroom,3,1,2,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,0,0,0,0,0,0
21367287,Drumcondra;CountyDublin;Ireland,Drumcondra,D09YC81,Drumcondra;Ireland,t,House,Privateroom,2,0,1,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,0,0,0,0,0,0
21378217,Dublin13;CountyDublin;Ireland,,D13E6K0,Dublin13;Ireland,t,House,Privateroom,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
21379065,StellaGardens;CountyDublin;Ireland,Ringsend/Irishtown,D04R851,StellaGardens;Ireland,t,House,Entirehome/apt,4,2,2,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00
21381718,Lusk;CountyDublin;Ireland,,K45W998,Lusk;Ireland,t,House,Privateroom,2,1,1,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00,28.00
21382599,Dublin;CountyDublin;Ireland,Docklands,Dublin4,Dublin;Ireland,t,Apartment,Privateroom,1,2,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
21388819,Dublin22;CountyDublin;Ireland,Clondalkin,,Dublin22;Ireland,t,Apartment,Privateroom,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
21389884,Dublin;CountyDublin;Ireland,Ballsbridge,D04AK59,Dublin;Ireland,f,Apartment,Entirehome/apt,4,2,2,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
21390212,Dublin2;CountyDublin;Ireland,TempleBar,D02Y103,Dublin2;Ireland,t,Apartment,Entirehome/apt,6,2,3,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00
21393340,NorthStrand;Dublin3;Ireland,NorthStrand,,NorthStrand;Ireland,t,House,Privateroom,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00
21396635,Dublin1;CountyDublin;Ireland,CityCentre,D01W3C8,Dublin1;Ireland,t,Apartment,Privateroom,1,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
21397099,Dublin;CountyDublin;Ireland,TheLiberties,,Dublin;Ireland,f,Condominium,Privateroom,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
21398830,Dublin;CountyDublin;Ireland,CityCentre,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,0,0,0,0,0,0,0,0
21403716,Dublin;CountyDublin;Ireland,Dundrum,,Dublin;Ireland,t,Condominium,Privateroom,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0
21404545,Dublin1;CountyDublin;Ireland,CityCentre,D01E193,Dublin1;Ireland,t,Apartment,Privateroom,2,1,1,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
21407225,Dublin2;CountyDublin;Ireland,TempleBar,,Dublin2;Ireland,f,Guesthouse,Privateroom,2,1,1,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00
21407750,Dublin;CountyDublin;Ireland,CityCentre,,Dublin;Ireland,t,Apartment,Privateroom,1,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
21409617,Dublin;CountyDublin;Ireland,Rathgar,,Dublin;Ireland,t,Apartment,Entirehome/apt,2,1,1,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00
21417354,Dublin;CountyDublin;Ireland,GraftonStreet/St.StephensGreen,,Dublin;Ireland,f,Apartment,Entirehome/apt,2,0,1,100.00,100.00,100.00,100.00,100.00,100.00,0,0,0,0,0,0,0,0,0,0,0
21418440,Dublin13;CountyDublin;Ireland,Raheny,D13NP99,Dublin13;Ireland,t,Guestsuite,Entirehome/apt,2,1,2,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,0
21423377,Dublin8;CountyDublin;Ireland,Portobello,D08K7X4,Dublin8;Ireland,t,Cottage,Entirehome/apt,4,2,2,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00,109.00
21425850,Phibsborough;CountyDublin;Ireland,Phibsborough,D07PE8X,Phibsborough;Ireland,t,House,Privateroom,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,0,0,0,0,0,0,0
21430645,Dublin;Dublin;Ireland,Portobello,,Dublin;Ireland,t,House,Entirehome/apt,8,2,5,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,199.00,0
21431780,Dublin;CountyDublin;Ireland,Inchicore,,Dublin;Ireland,f,Townhouse,Privateroom,1,1,1,30.00,35.00,35.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,25.00,25.00,25.00
21434760,Knocklyon;CountyDublin;Ireland,Knocklyon,D16HP84,Knocklyon;Ireland,f,House,Privateroom,3,1,3,25.00,25.00,0,0,0,0,25.00,25.00,0,0,0,0,0,0,0,0,0
21435594,Dublin;CountyDublin;Ireland,Ballinteer,D16X721,Dublin;Ireland,t,House,Privateroom,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
21436165,Dublin8;CountyDublin;Ireland,OldCity,,Dublin8;Ireland,t,Apartment,Entirehome/apt,4,1,2,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,0,0,0,0
21436458,Dublin6;CountyDublin;Ireland,RanelaghandRathmines,D06NP90,Dublin6;Ireland,t,Apartment,Entirehome/apt,4,1,2,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,0,0,0
21442629,Dublin;CountyDublin;Ireland,TrinityCollege,D01,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
21443044,Inchicore;CountyDublin;Ireland,Inchicore,D08C6K3,Inchicore;Ireland,t,Townhouse,Privateroom,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,0,0,0,0,0,0,0,0,0,0,0
21444289,Dublin;CountyDublin;Ireland,,,Dublin;Ireland,f,House,Privateroom,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
21445141,Dublin;CountyDublin;Ireland,Drumcondra,,Dublin;Ireland,t,House,Entirehome/apt,4,3,3,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00
21445548,Sandymount;CountyDublin;Ireland,Sandymount,D04FD93,Sandymount;Ireland,t,House,Entirehome/apt,3,3,3,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,0,0,0,0,0,0,0,0,0
21452627,Dublin;CountyDublin;Ireland,GeorgianQuarter,,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00,91.00
21453158,Dublin;CountyDublin;Ireland,EastWall,,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00,64.00
21465098,Dublin;CountyDublin;Ireland,CityCentre,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,0,0,0,0,0,0,0,0,0
21468473,Dublin4;CountyDublin;Ireland,Sandymount,D04E653,Dublin4;Ireland,t,Townhouse,Entirehome/apt,6,2,3,200.00,200.00,200.00,200.00,200.00,200.00,200.00,0,0,0,0,0,0,0,0,0,0
21471728,Dublin4;CountyDublin;Ireland,GeorgianQuarter,D04HN50,Dublin4;Ireland,f,House,Privateroom,4,2,2,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00
21472315,Dublin4;CountyDublin;Ireland,Sandymount,,Dublin4;Ireland,t,House,Privateroom,2,1,1,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00,108.00
21474620,Dublin;CountyDublin;Ireland,OldCity,,Dublin;Ireland,f,Apartment,Entirehome/apt,6,2,2,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00
21484843,Dublin1;CountyDublin;Ireland,CityCentre,,Dublin1;Ireland,t,Apartment,Privateroom,2,1,1,60.00,60.00,0,0,0,0,0,0,0,0,60.00,60.00,60.00,0,0,0,0
21485860,Dublin;CountyDublin;Ireland,Docklands,,Dublin;Ireland,f,House,Entirehome/apt,3,1,1,150.00,0,93.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00
21485919,Dublin;CountyDublin;Ireland,Drumcondra,,Dublin;Ireland,f,Apartment,Entirehome/apt,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
21488800,Dublin5;CountyDublin;Ireland,Raheny,D05E799,Dublin5;Ireland,t,House,Privateroom,2,1,1,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00,29.00
