id,street,neighbourhood,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bedrooms,beds,price_19_07,price_19_01,price_19_03,price_19_04,price_19_05,price_19_06,price_19_08,price_19_09,price_19_10,price_19_11,price_19_12,price_20_01,price_20_02,price_20_04,price_20_05,price_20_06,price_20_07
9936963,Dublin;Dublin;Ireland,CityCentre,1,Dublin;Ireland,f,Other,Entirehome/apt,4,2,2,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
9941144,Donabate;CoDublin;Ireland,,CoDublin,Donabate;Ireland,f,Apartment,Privateroom,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,80.00,80.00
9946233,Dublin;Dublin;Ireland,RanelaghandRathmines,D6,Dublin;Ireland,f,Townhouse,Entirehome/apt,4,2,2,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
9950604,Dublin;Dublin;Ireland,"NorthCityCentral/OConnellStreet",D1,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00
9969686,Dublin;Dublin;Ireland,Docklands,,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
9970047,Dublin;Dublin;Ireland,CityCentre,,Dublin;Ireland,t,Apartment,Entirehome/apt,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
9972553,Malahide;Dublin;Ireland,,,Malahide;Ireland,t,House,Privateroom,2,1,1,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00
9995720,Dublin;Dublin;Ireland,CityCentre,,Dublin;Ireland,t,Apartment,Privateroom,1,1,1,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00,34.00
9998986,Dublin;Dublin;Ireland,Kilmainham,,Dublin;Ireland,t,Apartment,Entirehome/apt,4,1,2,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.00,105.00,105.00,105.00,105.00,105.00,105.00
10006474,Ringsend;Dublin;Ireland,Ballsbridge,,Ringsend;Ireland,f,Apartment,Entirehome/apt,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
10007446,Blackrock;Dublin;Ireland,Blackrock,,Blackrock;Ireland,t,Apartment,Privateroom,1,1,1,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00
10027351,Dublin;Dublin;Ireland,Docklands,2,Dublin;Ireland,t,Apartment,Privateroom,1,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
10040610,Dublin;Dublin;Ireland,TrinityCollege,,Dublin;Ireland,t,Apartment,Entirehome/apt,6,2,3,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00
10048879,Dublin;Dublin;Ireland,OldCity,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00,38.00
10051179,Dublin;Dublin;Ireland,Docklands,,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,0,0,0,0,0,0,0,0,0,0
10052543,Dublin;CountyDublin;Ireland,GeorgianQuarter,,Dublin;Ireland,t,Apartment,Entirehome/apt,5,2,3,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,0,0,0,0,0,0,0,0,0
10066081,Killiney;Dublin;Ireland,,A96RP84,Killiney;Ireland,f,House,Privateroom,16,5,14,55.00,0,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,0,0,0,0,0,0,0
10069364,Dublin;Dublin;Ireland,TrinityCollege,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
10072513,Dublin;Dublin;Ireland,,,Dublin;Ireland,t,Cottage,Entirehome/apt,3,1,2,80.00,80.00,80.00,80.00,80.00,80.00,0,0,0,0,0,0,0,0,0,0,0
10095856,Dublin;CountyDublin;Ireland,Ballsbridge,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,0,0,0,0,0,0,0,0,0,0
10098485,Dublin;Dublin;Ireland,TrinityCollege,,Dublin;Ireland,t,Apartment,Entirehome/apt,4,2,2,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00
10109594,Dublin2;Dublin;Ireland,TempleBar,,Dublin2;Ireland,f,Apartment,Entirehome/apt,6,2,4,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,450.00,0,0,0
10110863,Rathmines;Dublin;Ireland,Portobello,,Rathmines;Ireland,t,Apartment,Entirehome/apt,2,0,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
10112847,Dublin;Dublin;Ireland,Docklands,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00
10115073,Dublin;Dublin;Ireland,CityCentre,,Dublin;Ireland,f,Apartment,Privateroom,2,1,2,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
10128292,Dublin8;CountyDublin;Ireland,OldCity,,Dublin8;Ireland,t,Apartment,Entirehome/apt,2,1,1,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00,86.00
10131392,Dublin;Dublin;Ireland,TheLiberties,Dublin2,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00
10133440,Dublin;Dublin;Ireland,OldCity,8,Dublin;Ireland,f,Apartment,Entirehome/apt,2,1,1,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,109.00,109.00,109.00,109.00,109.00,109.00
10134641,Dublin;Dublin;Ireland,EastWall,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
10136602,Dublin;Dublin;Ireland,Ballybough,,Dublin;Ireland,t,Townhouse,Entirehome/apt,4,1,2,130.00,63.00,120.00,120.00,120.00,130.00,130.00,130.00,130.00,150.00,150.00,200.00,200.00,200.00,0,0,0
10146203,Dublin;Dublin;Ireland,,,Dublin;Ireland,t,House,Entirehome/apt,9,4,4,230.00,230.00,230.00,230.00,230.00,230.00,191.00,191.00,191.00,191.00,191.00,243.00,243.00,243.00,243.00,243.00,243.00
10148715,DublinCityCentre;DublinCityCentre;Ireland,OldCity,8,DublinCityCentre;Ireland,f,House,Entirehome/apt,7,3,7,199.00,199.00,0,199.00,199.00,199.00,199.00,199.00,0,0,0,0,0,0,0,0,0
10154610,Dublin;Dublin;Ireland,CityCentre,D1,Dublin;Ireland,f,Apartment,Entirehome/apt,3,1,1,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,240.00,0,0,0,0,0,0
10196414,Dublin;Dublin;Ireland,,,Dublin;Ireland,f,House,Privateroom,2,1,1,70.00,0,0,0,0,70.00,70.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,0
10207081,Dublin;Dublin;Ireland,,,Dublin;Ireland,t,Apartment,Entirehome/apt,5,2,2,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00,155.00
10219889,Swords;Dublin;Ireland,,,Swords;Ireland,t,House,Privateroom,1,1,1,41.00,42.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00
10247410,Ringsend;Dublin;Ireland,Ringsend/Irishtown,,Ringsend;Ireland,t,Bungalow,Entirehome/apt,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
10249544,Swords;Dublin;Ireland,,,Swords;Ireland,t,House,Privateroom,2,1,1,44.00,46.00,44.00,44.00,44.00,44.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00,43.00
10259932,Dublin;Dublin;Ireland,CityCentre,D1;D1,Dublin;Ireland,f,Apartment,Entirehome/apt,5,1,2,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00,105.00
10259987,Donaghmede;Dublin;Ireland,Raheny,13,Donaghmede;Ireland,f,Bungalow,Entirehome/apt,4,2,4,105.00,105.00,105.00,105.00,105.00,105.00,0,0,0,0,0,0,0,0,0,0,0
10265954,Dublin;Dublin7;Ireland,CityCentre,,Dublin;Ireland,f,Apartment,Entirehome/apt,2,1,1,120.00,75.00,85.00,110.00,110.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00
10294208,Dublin;Dublin;Ireland,Marino,3,Dublin;Ireland,f,Condominium,Entirehome/apt,3,0,2,65.00,65.00,65.00,65.00,65.00,65.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,0,0,99.00,99.00
10302330,Swords;Dublin;Ireland,,,Swords;Ireland,t,Bedandbreakfast,Privateroom,1,1,1,45.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10305007,Rathmines;Dublin;Ireland,RanelaghandRathmines,,Rathmines;Ireland,t,Apartment,Entirehome/apt,2,1,1,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,0,0
10327163,Rathmines;Dublin;Ireland,RanelaghandRathmines,,Rathmines;Ireland,t,Apartment,Sharedroom,1,1,2,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00
10337788,Dublin;Dublin;Ireland,Smithfield,,Dublin;Ireland,t,Apartment,Entirehome/apt,3,2,2,125.00,112.00,120.00,120.00,120.00,120.00,130.00,130.00,130.00,130.00,0,0,0,0,0,0,0
10338383,Co.Dublin;Dublin;Ireland,Castleknock,Dublin15,Co.Dublin;Ireland,t,Apartment,Privateroom,2,1,1,50.00,0,0,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0,0,0,0
10339957,Rathmines;Dublin;Ireland,RanelaghandRathmines,DO6,Rathmines;Ireland,f,Apartment,Entirehome/apt,10,3,5,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,0,0,0,0,0,0,0,0,0
10350171,Dublin;Dublin;Ireland,OldCity,8,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00
10354125,Crumlin;Dublin;Ireland,Crumlin,,Crumlin;Ireland,t,House,Privateroom,1,1,1,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10.00,0,0,0,0
10355640,Finglas;Dublin;Ireland,Ballymun,,Finglas;Ireland,t,Apartment,Privateroom,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
10365390,Dublin;Dublin;Ireland,,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00
10372341,Dublin;Dublin;Ireland,CityCentre,,Dublin;Ireland,t,House,Entirehome/apt,6,3,3,300.00,0,350.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,0,0,0,0,0,0,0
10380625,Dublin;Dublin;Ireland,TheLiberties,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00,53.00
10386233,Ringsend;Dublin;Ireland,Ringsend/Irishtown,,Ringsend;Ireland,t,Townhouse,Entirehome/apt,2,1,1,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,170.00,65.00,65.00,65.00,65.00,77.00,77.00,77.00,0
10398622,Dublin;Ireland,GeorgianQuarter,2,Dublin;Ireland,t,Apartment,Entirehome/apt,2,1,2,100.00,0,0,0,150.00,100.00,100.00,100.00,0,100.00,0,0,0,0,0,0,0
10399510,Finglas;Dublin;Ireland,Finglas,,Finglas;Ireland,t,Apartment,Privateroom,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00,45.00
10404636,Dublin;Dublin;Ireland,Castleknock,,Dublin;Ireland,f,Townhouse,Privateroom,2,1,1,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00
10408377,Dublin;Dublin;Ireland,Portobello,,Dublin;Ireland,t,Loft,Entirehome/apt,2,1,1,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,79.00,0,0,0,0
10409581,Dublin;Dublin;Ireland,Docklands,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
10410110,Irishtown;Dublin;Ireland,Ringsend/Irishtown,Dublin4,Irishtown;Ireland,f,House,Entirehome/apt,4,2,2,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00
10410661,Sandymount;Dublin;Ireland,Ringsend/Irishtown,Dublin4,Sandymount;Ireland,f,House,Privateroom,2,1,1,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00,65.00
10430864,Dublin;Dublin;Ireland,Portobello,,Dublin;Ireland,t,Apartment,Entirehome/apt,3,1,2,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,0,0,0,0
10433007,Rathmines;Dublin;Ireland,RanelaghandRathmines,,Rathmines;Ireland,t,Apartment,Entirehome/apt,6,2,4,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00
10473846,Dalkey;Dublin;Ireland,,,Dalkey;Ireland,t,Townhouse,Entirehome/apt,4,2,4,125.00,120.00,120.00,120.00,125.00,125.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,0
10489233,Rathmines;Dublin6;Ireland,Rathgar,D6,Rathmines;Ireland,f,Apartment,Entirehome/apt,3,1,2,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,0,0,0
10507307,Dublin;Dublin;Ireland,CityCentre,,Dublin;Ireland,t,House,Privateroom,6,3,3,250.00,0,250.00,250.00,250.00,250.00,250.00,250.00,250.00,250.00,0,0,0,0,0,0,0
10509188,Ballsbridge;Dublin;Ireland,Ballsbridge,,Ballsbridge;Ireland,t,House,Entirehome/apt,6,3,4,275.00,235.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00,275.00
10511219,Stoneybatter;Dublin;Ireland,Stoneybatter/ArbourHill,,Stoneybatter;Ireland,t,House,Entirehome/apt,6,3,3,345.00,345.00,345.00,345.00,345.00,345.00,345.00,345.00,0,0,0,0,0,0,0,0,0
10513280,Brittas;CountyDublin;Ireland,,,Brittas;Ireland,f,Cabin,Entirehome/apt,6,2,4,85.00,80.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,85.00,80.00,80.00,80.00,80.00,80.00,80.00,90.00
10521517,Dublin;Dublin;Ireland,Rialto,8,Dublin;Ireland,f,Apartment,Privateroom,2,1,1,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
10531222,Finglas;Dublin;Ireland,Finglas,D11,Finglas;Ireland,f,Apartment,Privateroom,2,1,1,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00,37.00
10534233,Dublin;Dublin;Ireland,OldCity,,Dublin;Ireland,t,Apartment,Entirehome/apt,4,1,1,99.00,75.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,100.00,100.00,100.00,100.00
10543903,Ballsbridge;Dublin;Ireland,Ballsbridge,,Ballsbridge;Ireland,t,Apartment,Privateroom,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00,40.00
10546456,Dublin;Dublin;Ireland,Portobello,D8.,Dublin;Ireland,t,Apartment,Entirehome/apt,2,1,1,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,71.00,0,0,0,0
10565300,Ballsbridge;Dublin;Ireland,Ballsbridge,,Ballsbridge;Ireland,t,Apartment,Entirehome/apt,4,2,2,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
10569766,Ringsend;Dublin;Ireland,Ringsend/Irishtown,,Ringsend;Ireland,t,House,Entirehome/apt,8,4,4,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,300.00,270.00,270.00,270.00,270.00,270.00
10572695,Dublin2;CountyDublin;Ireland,GeorgianQuarter,D02XF34,Dublin2;Ireland,t,Apartment,Privateroom,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
10582874,Smithfield;Dublin;Ireland,CityCentre,D7,Smithfield;Ireland,f,Condominium,Entirehome/apt,4,1,1,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,120.00,120.00,120.00,120.00,120.00,120.00
10585555,Cabra;Dublin7;Ireland,Cabra,,Cabra;Ireland,t,House,Entirehome/apt,5,3,4,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00
10597886,templebar;Dublin;Ireland,TempleBar,2,templebar;Ireland,t,Apartment,Entirehome/apt,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
10600660,IE;Ireland,Docklands,,IE;Ireland,t,Apartment,Entirehome/apt,5,2,3,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,128.00,126.00,126.00,126.00
10613434,Donabate;CountyDublin;Ireland,,,Donabate;Ireland,f,Bungalow,Privateroom,2,1,1,45.00,45.00,45.00,45.00,45.00,45.00,45.00,0,0,0,0,0,0,0,0,0,0
10617389,Dublin;Dublin;Ireland,RanelaghandRathmines,,Dublin;Ireland,t,Apartment,Entirehome/apt,2,0,1,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00,55.00
10647116,Dublin;Dublin;Ireland,GraftonStreet/St.StephensGreen,,Dublin;Ireland,t,Apartment,Entirehome/apt,4,2,3,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,0,150.00,150.00,150.00,150.00,150.00,150.00
10652332,Killester;Dublin;Ireland,Clontarf,5,Killester;Ireland,t,House,Entirehome/apt,10,5,10,150.00,0,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00,150.00
10654109,DunLaoghaire;Dublin;Ireland,Monkstown,,DunLaoghaire;Ireland,t,Apartment,Privateroom,2,1,2,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00
10654920,Drumcondra;Dublin;Ireland,Drumcondra,,Drumcondra;Ireland,t,House,Privateroom,2,1,1,120.00,0,0,0,0,0,120.00,120.00,120.00,120.00,120.00,120.00,80.00,80.00,80.00,80.00,80.00
10676358,Dublin;Dublin;Ireland,CityCentre,,Dublin;Ireland,t,House,Entirehome/apt,6,3,3,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,210.00,225.00,225.00,159.00,225.00,125.00,125.00,150.00,150.00
10680996,Raheny;BaileÁthaCliath;Ireland,Raheny,,Raheny;Ireland,t,House,Entirehome/apt,6,4,6,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,98.00,0,0,0,0,0,0,0,0
10691248,Clontarf;Dublin;Ireland,Clontarf,,Clontarf;Ireland,f,Apartment,Entirehome/apt,4,2,2,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00,125.00
10702271,Ringsend;Dublin;Ireland,EastWall,Dublin4,Ringsend;Ireland,t,Apartment,Privateroom,2,1,1,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,50.00,0,0,0,0
10703188,Dublin;Dublin;Ireland,Kilmainham,Dublin8,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
10715719,Dublin;Dublin;Ireland,"NorthCityCentral/OConnellStreet",,Dublin;Ireland,t,Apartment,Entirehome/apt,2,1,1,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00,340.00
10718158,Dublin7;CountyDublin;Ireland,Cabra,D07F5C6,Dublin7;Ireland,t,House,Entirehome/apt,6,3,4,120.00,0,0,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,120.00,180.00,180.00,0,0,0
10719624,Dublin;Ireland,CityCentre,Dublin7,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,63.00,57.00,60.00,63.00,63.00,63.00,63.00,63.00,63.00,63.00,0,0,0,0,0,0,0
10724235,Dublin;Dublin;Ireland,CityCentre,dublin7,Dublin;Ireland,t,House,Privateroom,1,1,1,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00,35.00
10728163,Dublin;Dublin;Ireland,Ballsbridge,4,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00,70.00
10739019,Dublin;Dublin;Ireland,TempleBar,,Dublin;Ireland,t,Apartment,Entirehome/apt,4,2,2,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00
10749849,Ranelagh;Dublin;Ireland,RanelaghandRathmines,D06DW01,Ranelagh;Ireland,t,Boutiquehotel,Privateroom,2,1,1,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,140.00,0,0,0,0,0,0,0,0
10757533,Dublin;Dublin;Ireland,TempleBar,2,Dublin;Ireland,t,Apartment,Entirehome/apt,4,2,2,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00
10758548,Dublin;Dublin;Ireland,OldCity,,Dublin;Ireland,t,Apartment,Privateroom,2,1,1,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00,41.00
10760708,Dublin;Dublin;Ireland,Santry,D9,Dublin;Ireland,f,Apartment,Privateroom,2,1,2,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00
10761136,Monkstown;Dublin;Ireland,Monkstown,,Monkstown;Ireland,t,House,Entirehome/apt,7,5,6,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00
10767313,Dublin;Dublin;Ireland,TempleBar,,Dublin;Ireland,t,Apartment,Entirehome/apt,4,2,2,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00,159.00
10777332,Dublin;Dublin;Ireland,Castleknock,D15R273,Dublin;Ireland,t,Condominium,Entirehome/apt,6,2,5,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,145.00,0,0,0,0,0,0
10780210,Dublin;Dublin;Ireland,GraftonStreet/St.StephensGreen,,Dublin;Ireland,t,House,Privateroom,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
10781131,Dublin8;Ireland,TheLiberties,D08X7N3,Dublin8;Ireland,t,House,Entirehome/apt,6,2,3,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
10784535,Raheny;Dublin;Ireland,Raheny,,Raheny;Ireland,t,House,Entirehome/apt,2,1,2,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00,75.00
10818556,Ranelagh;Dublin;Ireland,Donnybrook,6,Ranelagh;Ireland,t,Apartment,Entirehome/apt,5,1,2,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00,225.00
10822448,Dublin;Dublin;Ireland,Rialto,8,Dublin;Ireland,t,House,Entirehome/apt,3,2,3,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00,230.00
10824761,Blackrock;Dublin;Ireland,Booterstown,,Blackrock;Ireland,t,House,Entirehome/apt,7,5,6,270.00,109.00,250.00,270.00,270.00,270.00,270.00,270.00,270.00,270.00,270.00,270.00,270.00,270.00,270.00,270.00,270.00
10849268,Dublin;Dublin;Ireland,OldCity,D02EK27,Dublin;Ireland,t,Apartment,Entirehome/apt,3,1,1,110.00,95.00,95.00,95.00,95.00,95.00,110.00,110.00,110.00,110.00,110.00,110.00,110.00,0,0,0,0
