id, street, neighbourhood, zipcode, smart_location, is_location_exact, property_type, room_type, accommodates, bedrooms, beds, price_19q1, price_19q2, price_19q3, price_19q4, price_20q1, price_20q2, price_20q3
13774416,  Dublin4;CountyDublin;Ireland,  Ballsbridge,  D04CK72,  Dublin4;Ireland,  t,  House,  Entirehome/apt, 2, 1, 1, 100.0, 100.0, 100.0, 100.0, 110.0, 120.0, 120.0
13776599,  Castleknock;Dublin;Ireland,  Castleknock,  ,  Castleknock;Ireland,  f,  House,  Privateroom, 2, 1, 2, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0
13779492,  Dublin;Dublin;Ireland,  MountMerrion,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 1, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
13783906,  Dublin;Dublin;Ireland,  Phibsborough,  Dublin1,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0
13784985,  Ringsend;Dublin;Ireland,  Ringsend/Irishtown,  ,  Ringsend;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 113.59, 65.0, 65.0, 65.0, 32.5, 124.54, 125.58
13786700,  Dublin;Dublin;Ireland,  MountMerrion,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0
13787166,  Dublin;Dublin;Ireland,  Bonnybrook/Darndale,  ,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0, 32.0
13787459,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 5, 1, 3, 112.5, 146.33333333333334, 154.33333333333334, 122.0, 127.5, 616.0, 616.0
13792057,  Dublin;Dublin;Ireland,  PhoenixParkandSurrounds,  Dublin20,  Dublin;Ireland,  f,  Townhouse,  Entirehome/apt, 4, 2, 2, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0
13794228,  Dublin;Dublin;Ireland,  OldCity,  Dublin8,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0, 81.0
13796842,  Artane;Dublin;Ireland,  Artane,  ,  Artane;Ireland,  t,  House,  Privateroom, 2, 1, 2, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0
13797316,  Dublin;Dublin;Ireland,  Dundrum,  ,  Dublin;Ireland,  f,  House,  Privateroom, 2, 2, 2, 105.0, 105.0, 105.0, 120.0, 120.0, 120.0, 120.0
13797447,  Dublin.7.;Ireland,  CityCentre,  ,  Dublin.7.;Ireland,  t,  House,  Entirehome/apt, 4, 2, 3, 163.0, 163.0, 163.0, 161.0, 161.0, 161.0, 161.0
13799063,  Drumcondra;Dublin3;Ireland,  Drumcondra,  D03RT92,  Drumcondra;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0, 86.0
13801533,  Dublin;Dublin;Ireland,  "NorthCityCentral/OConnellStreet",  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 3, 1, 2, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0
13810006,  Sandyford;Dublin;Ireland,  Dundrum,  ,  Sandyford;Ireland,  t,  House,  Privateroom, 4, 2, 4, 110.0, 110.0, 110.0, 120.0, 120.0, 120.0, 120.0
13810780,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
13810912,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 4, 2, 2, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0
13811690,  Dublin;Dublin;Ireland,  Docklands,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0
13812067,  Dublin;Dublin;Ireland,  Portobello,  ,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0
13812621,  Dublin;Dublin;Ireland,  "HaroldsCross",  ,  Dublin;Ireland,  t,  House,  Privateroom, 1, 1, 1, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0
13813187,  Rathmines;Dublin;Ireland,  Rathgar,  0,  Rathmines;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 85.0, 85.0, 85.0, 85.0, 85.0, 124.54, 125.58
13813290,  Dublin;Dublin;Ireland,  "HaroldsCross",  ,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 2, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0
13813958,  Blackrock;Dublin;Ireland,  Ardilea,  ,  Blackrock;Ireland,  t,  Apartment,  Privateroom, 1, 1, 1, 113.59, 12.0, 36.0, 24.0, 18.0, 36.0, 36.0
13813984,  Rathcoole;Dublin;Ireland,  ,  ,  Rathcoole;Ireland,  f,  House,  Privateroom, 2, 1, 1, 42.5, 45.0, 45.0, 45.0, 45.0, 40.0, 45.0
13814160,  Dublin1;CountyDublin;Ireland,  CityCentre,  ,  Dublin1;Ireland,  f,  Apartment,  Entirehome/apt, 3, 1, 1, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0
13818228,  Sutton;Dublin;Ireland,  ,  ,  Sutton;Ireland,  t,  House,  Privateroom, 2, 1, 1, 50.0, 56.666666666666664, 60.0, 50.0, 50.0, 50.0, 50.0
13821095,  DunLaoghaire;Co.Dublin;Ireland,  Monkstown,  ,  DunLaoghaire;Ireland,  t,  Apartment,  Entirehome/apt, 2, 2, 2, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0
13821222,  Dalkey;Dublin;Ireland,  ,  A96W840,  Dalkey;Ireland,  f,  Cabin,  Entirehome/apt, 4, 1, 2, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0
13828417,  Castleknock;Dublin;Ireland,  Castleknock,  ,  Castleknock;Ireland,  t,  House,  Privateroom, 1, 1, 1, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0
13833899,  Artane;Dublin;Ireland,  Artane,  ,  Artane;Ireland,  t,  House,  Privateroom, 8, 4, 5, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0
13833913,  Dublin;Dublin;Ireland,  RanelaghandRathmines,  D6,  Dublin;Ireland,  f,  House,  Privateroom, 2, 1, 1, 55.0, 55.0, 56.666666666666664, 60.0, 60.0, 60.0, 60.0
13837425,  Dublin;Dublin;Ireland,  Castleknock,  ,  Dublin;Ireland,  f,  House,  Entirehome/apt, 6, 3, 3, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0
13839096,  Cabra;CountyDublin;Ireland,  Cabra,  Dublin7,  Cabra;Ireland,  t,  House,  Privateroom, 2, 1, 1, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
13840148,  Dublin;Dublin;Ireland,  GeorgianQuarter,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
13842046,  Dublin;Dublin;Ireland,  Docklands,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 2, 1, 1, 98.0, 98.0, 98.0, 98.0, 98.0, 98.0, 98.0
13845577,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0
13849186,  Cabinteely;Dublin;Ireland,  ,  ,  Cabinteely;Ireland,  t,  Apartment,  Entirehome/apt, 4, 2, 2, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0
13851215,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 80.0, 80.0, 86.66666666666667, 90.0, 90.0, 90.0, 90.0
13852040,  Dublin;CountyDublin;Ireland,  OldCity,  D08P4V2,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 4, 2, 2, 160.0, 250.0, 83.33333333333333, 119.72, 125.0, 124.54, 125.58
13855963,  Swords;Dublin;Ireland,  ,  ,  Swords;Ireland,  t,  House,  Privateroom, 2, 1, 1, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
13856548,  Dublin;Dublin;Ireland,  ,  ,  Dublin;Ireland,  t,  House,  Privateroom, 1, 1, 1, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0
13856589,  Skerries;Dublin;Ireland,  ,  ,  Skerries;Ireland,  t,  House,  Entirehome/apt, 6, 3, 3, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0, 135.0
13860697,  Dublin;Dublin;Ireland,  Smithfield,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 4, 2, 3, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0, 102.0
13862105,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  f,  Apartment,  Sharedroom, 1, 1, 1, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0
13862734,  Dublin;Dublin;Ireland,  Smithfield,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
13863733,  Irishtown;Dublin;Ireland,  Ringsend/Irishtown,  ,  Irishtown;Ireland,  t,  House,  Entirehome/apt, 4, 3, 2, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0
13864118,  Dublin;Dublin;Ireland,  Phibsborough,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0
13870616,  Dublin;Dublin;Ireland,  PhoenixParkandSurrounds,  ,  Dublin;Ireland,  t,  House,  Entirehome/apt, 6, 3, 6, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0
13872776,  Dublin;Dublin;Ireland,  TheLiberties,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 4, 3, 4, 89.0, 69.0, 65.66666666666667, 59.0, 49.0, 65.66666666666667, 99.0
13877758,  Dublin;Dublin;Ireland,  GeorgianQuarter,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0
13887748,  Dublin;Dublin;Ireland,  TrinityCollege,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 125.58
13888406,  Dublin;Dublin;Ireland,  Rialto,  ,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0
13888480,  Dublin;Dublin;Ireland,  EastWall,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 69.0, 69.0, 23.0, 119.72, 119.95, 124.54, 125.58
13890933,  Dublin;Dublin;Ireland,  Booterstown,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 2, 1, 1, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0
13893083,  Dublin;Dublin;Ireland,  Rialto,  8,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0
13896192,  Dublin;Dublin;Ireland,  OldCity,  2,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 2, 1, 2, 117.0, 117.0, 117.0, 117.0, 117.0, 117.0, 125.58
13904831,  Raheny;Dublin;Ireland,  Raheny,  ,  Raheny;Ireland,  f,  House,  Privateroom, 2, 1, 2, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0
13907459,  Dublin;Dublin;Ireland,  OldCity,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
13907675,  Dublin;Dublin;Ireland,  TempleBar,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 2, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
13910515,  Dublin;Dublin;Ireland,  TrinityCollege,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 160.0, 245.0, 245.0, 245.0, 245.0, 245.0, 245.0
13911772,  Dublin;Dublin;Ireland,  ,  ,  Dublin;Ireland,  f,  House,  Privateroom, 2, 1, 1, 26.5, 53.0, 53.666666666666664, 51.0, 119.95, 124.54, 125.58
13912601,  Dublin;Dublin;Ireland,  ,  18,  Dublin;Ireland,  f,  House,  Privateroom, 2, 1, 1, 49.0, 49.0, 51.0, 51.0, 119.95, 124.54, 125.58
13912902,  Dublin;Dublin;Ireland,  TheLiberties,  353,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 2, 60.0, 60.0, 60.0, 60.0, 60.0, 20.0, 125.58
13912999,  Dublin8;Dublin;Ireland,  TheLiberties,  N/A,  Dublin8;Ireland,  f,  Apartment,  Entirehome/apt, 5, 2, 3, 197.0, 197.0, 197.0, 197.0, 197.0, 197.0, 197.0
13913649,  Ranelagh;Dublin;Ireland,  RanelaghandRathmines,  6,  Ranelagh;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 3, 3, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0, 230.0
13914142,  Dublin;Dublin;Ireland,  GeorgianQuarter,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 2, 1, 1, 130.0, 130.0, 130.0, 130.0, 130.0, 130.0, 130.0
13914639,  DUBLIN1;Dublin;Ireland,  EastWall,  D01X6E8,  DUBLIN1;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0
13914809,  Dublin1;CountyDublin;Ireland,  CityCentre,  ,  Dublin1;Ireland,  t,  Apartment,  Privateroom, 3, 1, 2, 55.0, 55.0, 55.0, 36.666666666666664, 119.95, 124.54, 125.58
13919611,  Kilsallaghan;CountyDublin;Ireland,  ,  K67P2X7,  Kilsallaghan;Ireland,  t,  Bungalow,  Entirehome/apt, 4, 2, 2, 95.0, 95.0, 95.0, 119.72, 119.95, 124.54, 125.58
13921751,  Dublin;Dublin;Ireland,  Dartry,  ,  Dublin;Ireland,  t,  House,  Privateroom, 6, 1, 4, 120.0, 120.0, 120.0, 120.0, 120.0, 124.54, 125.58
13923401,  Dublin;Dublin;Ireland,  Terenure,  6w,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 2, 1, 1, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0
13925561,  Cabra;Dublin;Ireland,  Cabra,  ,  Cabra;Ireland,  t,  House,  Entirehome/apt, 4, 2, 1, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0
13931349,  Dublin7;Leinster;Ireland,  Smithfield,  D07RW80,  Dublin7;Ireland,  t,  Apartment,  Entirehome/apt, 5, 2, 3, 175.0, 175.0, 58.333333333333336, 119.72, 119.95, 124.54, 125.58
13933520,  Sutton;Dublin;Ireland,  ,  ,  Sutton;Ireland,  f,  House,  Privateroom, 2, 1, 1, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
13937362,  Sandymount;Dublin;Ireland,  Sandymount,  ,  Sandymount;Ireland,  t,  House,  Privateroom, 2, 1, 1, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
13937600,  Dublin;Dublin;Ireland,  Pelletstown,  7,  Dublin;Ireland,  t,  House,  Entirehome/apt, 6, 4, 2, 170.0, 170.0, 170.0, 170.0, 170.0, 170.0, 170.0
13939258,  Dublin;Dublin;Ireland,  Monkstown,  ,  Dublin;Ireland,  t,  Townhouse,  Entirehome/apt, 3, 2, 3, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0, 165.0
13939425,  Churchtown;Dublin;Ireland,  Kilmainham,  ,  Churchtown;Ireland,  f,  Bedandbreakfast,  Privateroom, 2, 1, 1, 38.0, 38.0, 25.333333333333332, 119.72, 119.95, 124.54, 125.58
13941777,  Blackrock;Dublin;Ireland,  Blackrock,  ,  Blackrock;Ireland,  t,  House,  Privateroom, 2, 1, 2, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0
13947990,  Dublin;Dublin;Ireland,  Ballsbridge,  ,  Dublin;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 2, 2, 130.0, 130.0, 130.0, 130.0, 130.0, 130.0, 130.0
13949040,  Dublin;Dublin;Ireland,  TempleBar,  ,  Dublin;Ireland,  t,  Servicedapartment,  Entirehome/apt, 4, 1, 2, 179.0, 179.0, 179.0, 179.0, 179.0, 179.0, 179.0
13949757,  CountyDublin;CountyDublin;Ireland,  ,  ,  CountyDublin;Ireland,  f,  Bungalow,  Privateroom, 2, 1, 1, 55.0, 55.0, 55.0, 55.0, 55.0, 36.666666666666664, 125.58
13949954,  Sutton;Dublin;Ireland,  ,  D13XOK6,  Sutton;Ireland,  t,  House,  Privateroom, 2, 1, 1, 50.0, 50.0, 50.0, 48.333333333333336, 45.0, 45.0, 45.0
13950557,  CountyDublin;CountyDublin;Ireland,  ,  ,  CountyDublin;Ireland,  f,  Bungalow,  Privateroom, 2, 1, 1, 55.0, 55.0, 55.0, 55.0, 55.0, 36.666666666666664, 125.58
13950801,  Swords;Dublin;Ireland,  ,  K67TC65,  Swords;Ireland,  f,  Bungalow,  Privateroom, 2, 1, 1, 55.0, 55.0, 55.0, 55.0, 55.0, 36.666666666666664, 125.58
13951391,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 69.0, 69.0, 69.0, 69.0, 34.5, 124.54, 125.58
13957072,  Dublin;Dublin;Ireland,  GraftonStreet/St.StephensGreen,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 1, 1, 1, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0
13958814,  Dublin;Dublin;Ireland,  CityCentre,  D1,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 2, 1, 1, 72.5, 90.0, 90.0, 30.0, 119.95, 124.54, 125.58
13966866,  Dublin;Dublin;Ireland,  EastWall,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 2, 2, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0
13968420,  Clonskeagh;Dublin;Ireland,  Ardilea,  ,  Clonskeagh;Ireland,  f,  Apartment,  Privateroom, 1, 1, 1, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
13970318,  Dublin;Dublin;Ireland,  Knocklyon,  ,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
13970633,  Dublin;CountyDublin;Ireland,  ,  ,  Dublin;Ireland,  f,  House,  Entirehome/apt, 6, 3, 3, 160.0, 160.0, 180.0, 180.0, 180.0, 180.0, 180.0
13972403,  Clonskeagh;Dublin;Ireland,  Dundrum,  ,  Clonskeagh;Ireland,  f,  House,  Privateroom, 2, 1, 1, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
13979184,  Dublin;Dublin3;Ireland,  Ballybough,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 3, 1, 3, 34.0, 29.0, 29.0, 19.333333333333332, 29.0, 39.0, 59.0
13983499,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0
13985603,  Fairview;Dublin;Ireland,  Drumcondra,  ,  Fairview;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0
13988513,  Ballsbridge;CountyDublin;Ireland,  Ballsbridge,  ,  Ballsbridge;Ireland,  t,  Apartment,  Entirehome/apt, 4, 2, 3, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
13995712,  Rathgar;Dublin;Ireland,  Rathgar,  ,  Rathgar;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 64.0, 64.0, 64.0, 64.0, 64.0, 64.0, 64.0
13996203,  Swords;Dublin;Ireland,  ,  ,  Swords;Ireland,  t,  House,  Privateroom, 1, 1, 1, 38.0, 38.0, 38.0, 38.0, 38.0, 37.0, 35.0
13996644,  Dublin;Dublin;Ireland,  TheLiberties,  ,  Dublin;Ireland,  f,  House,  Entirehome/apt, 8, 4, 6, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
14000736,  Dublin;Dublin;Ireland,  Dundrum,  ,  Dublin;Ireland,  f,  Townhouse,  Privateroom, 1, 1, 1, 28.0, 28.0, 28.0, 28.0, 119.95, 124.54, 125.58
14002368,  Ballinteer;Dublin;Ireland,  Ballinteer,  16,  Ballinteer;Ireland,  f,  Cottage,  Privateroom, 1, 1, 1, 30.0, 35.666666666666664, 37.0, 37.0, 37.0, 24.666666666666668, 37.0
14004508,  Ballsbridge;Dublin;Ireland,  Ballsbridge,  ,  Ballsbridge;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 1, 1, 118.0, 118.0, 118.0, 118.0, 118.0, 118.0, 118.0
14005062,  Dublin;Dublin;Ireland,  GeorgianQuarter,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
14005777,  Dublin;Dublin;Ireland,  GeorgianQuarter,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
14006048,  Dublin;Dublin;Ireland,  Portobello,  ,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0, 66.0
14007030,  Blackrock;Dublin;Ireland,  Blackrock,  ,  Blackrock;Ireland,  t,  House,  Privateroom, 2, 1, 1, 27.0, 27.0, 27.0, 27.0, 119.95, 124.54, 125.58
14007162,  Dublin;Dublin;Ireland,  TheLiberties,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0
14012265,  Ranelagh;Dublin;Ireland,  RanelaghandRathmines,  ,  Ranelagh;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 3, 3, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0
14014802,  Dublin;Dublin;Ireland,  ,  ,  Dublin;Ireland,  t,  Townhouse,  Entirehome/apt, 2, 1, 1, 80.0, 86.66666666666667, 90.0, 90.0, 90.0, 90.0, 90.0
14020017,  Dublin;Dublin;Ireland,  OldCity,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 8, 2, 5, 175.0, 116.66666666666667, 350.0, 119.72, 119.95, 124.54, 125.58
14024831,  Dublin;Dublin;Ireland,  OldCity,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 2, 2, 115.0, 115.0, 115.0, 115.0, 115.0, 38.333333333333336, 125.58
14033930,  Ranelagh;Dublin;Ireland,  RanelaghandRathmines,  ,  Ranelagh;Ireland,  f,  House,  Entirehome/apt, 4, 2, 2, 130.0, 120.0, 133.33333333333334, 140.0, 140.0, 140.0, 140.0
14034510,  Dublin;Dublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 6, 3, 3, 135.5, 193.33333333333334, 188.66666666666666, 54.333333333333336, 119.95, 124.54, 125.58
14035113,  Dublin;Dublin;Ireland,  Kilmainham,  ,  Dublin;Ireland,  f,  House,  Privateroom, 1, 1, 1, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0
14039899,  Lucan;Dublin;Ireland,  ,  ,  Lucan;Ireland,  f,  House,  Privateroom, 2, 1, 1, 113.59, 32.0, 16.0, 119.72, 119.95, 124.54, 125.58
14040519,  Rathcoole;Dublin;Ireland,  ,  ,  Rathcoole;Ireland,  f,  House,  Privateroom, 2, 1, 1, 36.5, 38.0, 39.333333333333336, 37.333333333333336, 40.0, 38.0, 40.0
14040711,  Rathcoole;Dublin;Ireland,  ,  ,  Rathcoole;Ireland,  f,  House,  Privateroom, 1, 1, 1, 33.0, 33.0, 34.333333333333336, 34.0, 35.0, 33.0, 33.0
14042117,  Dublin;Dublin;Ireland,  Stoneybatter/ArbourHill,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 1, 1, 1, 45.0, 45.0, 45.0, 30.0, 119.95, 124.54, 125.58
14052487,  Dublin;Dublin;Ireland,  Artane,  ,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 39.0, 41.0, 45.0, 45.0, 45.0, 45.0, 45.0
14056945,  Rathmines;Dublin;Ireland,  RanelaghandRathmines,  ,  Rathmines;Ireland,  t,  House,  Privateroom, 1, 1, 1, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0
14060494,  Ballinteer;Dublin;Ireland,  Dundrum,  ,  Ballinteer;Ireland,  t,  Apartment,  Entirehome/apt, 4, 1, 2, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0
14064980,  Dublin;Dublin;Ireland,  Monkstown,  ,  Dublin;Ireland,  t,  House,  Entirehome/apt, 6, 4, 4, 169.5, 189.0, 189.0, 189.0, 189.0, 189.0, 189.0
14065527,  Glenageary;CountyDublin;Ireland,  ,  Codublin,  Glenageary;Ireland,  t,  House,  Entirehome/apt, 8, 4, 5, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0, 425.0
14069865,  Dublin;CountyDublin;Ireland,  Smithfield,  7,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0, 63.0
14070013,  Artane;Dublin;Ireland,  Artane,  5,  Artane;Ireland,  f,  House,  Privateroom, 1, 1, 1, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0
14073206,  Dublin;Dublin;Ireland,  Smithfield,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
14079582,  Glasnevin;Dublin;Ireland,  Glasnevin,  Na,  Glasnevin;Ireland,  f,  House,  Entirehome/apt, 5, 3, 3, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0
14081644,  Portmarnock;Dublin;Ireland,  ,  ,  Portmarnock;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
14083111,  Dublin;Dublin;Ireland,  Bonnybrook/Darndale,  ,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 2, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0, 31.0
14083118,  Dublin;Dublin;Ireland,  Bonnybrook/Darndale,  D13A2A4,  Dublin;Ireland,  f,  House,  Privateroom, 3, 1, 1, 39.0, 39.0, 13.0, 119.72, 119.95, 124.54, 125.58
14084343,  Dublin;Dublin;Ireland,  Docklands,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 52.5, 118.89, 105.0, 105.0, 105.0, 124.54, 125.58
